"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|NL","Actual Total Load [MW] - BZN|NL"
"26.04.2021 06:30 - 26.04.2021 06:45","11891","10942"
"26.04.2021 06:45 - 26.04.2021 07:00","11999","11044"
"26.04.2021 07:00 - 26.04.2021 07:15","12177","11277"
"26.04.2021 07:15 - 26.04.2021 07:30","12430","11331"
"26.04.2021 07:30 - 26.04.2021 07:45","12604","11398"
"26.04.2021 07:45 - 26.04.2021 08:00","12699","11464"
"26.04.2021 08:00 - 26.04.2021 08:15","12778","11452"
"26.04.2021 08:15 - 26.04.2021 08:30","12815","11398"
"26.04.2021 08:30 - 26.04.2021 08:45","12809","11257"
"26.04.2021 08:45 - 26.04.2021 09:00","12802","11047"
"26.04.2021 09:00 - 26.04.2021 09:15","12731","10908"
"26.04.2021 09:15 - 26.04.2021 09:30","12555","10765"
"26.04.2021 09:30 - 26.04.2021 09:45","12406","10624"
"26.04.2021 09:45 - 26.04.2021 10:00","12238","10449"
"26.04.2021 10:00 - 26.04.2021 10:15","12124","10252"
"26.04.2021 10:15 - 26.04.2021 10:30","11977","10060"
"26.04.2021 10:30 - 26.04.2021 10:45","11759","9825"
"26.04.2021 10:45 - 26.04.2021 11:00","11595","9617"
"26.04.2021 11:00 - 26.04.2021 11:15","11399","9435"
"26.04.2021 11:15 - 26.04.2021 11:30","11113","9337"
"26.04.2021 11:30 - 26.04.2021 11:45","10790","9148"
"26.04.2021 11:45 - 26.04.2021 12:00","10549","9045"
"26.04.2021 12:00 - 26.04.2021 12:15","10391","8978"
"26.04.2021 12:15 - 26.04.2021 12:30","10191","8796"
"26.04.2021 12:30 - 26.04.2021 12:45","9990","8672"
"26.04.2021 12:45 - 26.04.2021 13:00","9834","8556"
"26.04.2021 13:00 - 26.04.2021 13:15","9732","8540"
"26.04.2021 13:15 - 26.04.2021 13:30","9588","8482"
"26.04.2021 13:30 - 26.04.2021 13:45","9535","8410"
"26.04.2021 13:45 - 26.04.2021 14:00","9493","8385"
"26.04.2021 14:00 - 26.04.2021 14:15","9373","8374"
"26.04.2021 14:15 - 26.04.2021 14:30","9306","8383"
"26.04.2021 14:30 - 26.04.2021 14:45","9240","8371"
"26.04.2021 14:45 - 26.04.2021 15:00","9195","8433"
"26.04.2021 15:00 - 26.04.2021 15:15","9237","8472"
"26.04.2021 15:15 - 26.04.2021 15:30","9319","8583"
"26.04.2021 15:30 - 26.04.2021 15:45","9383","8683"
"26.04.2021 15:45 - 26.04.2021 16:00","9423","8835"
"26.04.2021 16:00 - 26.04.2021 16:15","9489","8967"
"26.04.2021 16:15 - 26.04.2021 16:30","9699","9148"
"26.04.2021 16:30 - 26.04.2021 16:45","9979","9416"
"26.04.2021 16:45 - 26.04.2021 17:00","10287","9718"
"26.04.2021 17:00 - 26.04.2021 17:15","10638","10069"
"26.04.2021 17:15 - 26.04.2021 17:30","11036","10441"
"26.04.2021 17:30 - 26.04.2021 17:45","11424","10760"
"26.04.2021 17:45 - 26.04.2021 18:00","11658","11038"
"26.04.2021 18:00 - 26.04.2021 18:15","11811","11072"
"26.04.2021 18:15 - 26.04.2021 18:30","11874","11142"
"26.04.2021 18:30 - 26.04.2021 18:45","11975","11332"
"26.04.2021 18:45 - 26.04.2021 19:00","12123","11549"
"26.04.2021 19:00 - 26.04.2021 19:15","12295","11675"
"26.04.2021 19:15 - 26.04.2021 19:30","12395","11850"
"26.04.2021 19:30 - 26.04.2021 19:45","12569","11943"
"26.04.2021 19:45 - 26.04.2021 20:00","12753","12094"
"26.04.2021 20:00 - 26.04.2021 20:15","12874","12162"
"26.04.2021 20:15 - 26.04.2021 20:30","12937","12298"
"26.04.2021 20:30 - 26.04.2021 20:45","13047","12436"
"26.04.2021 20:45 - 26.04.2021 21:00","13110","12502"
"26.04.2021 21:00 - 26.04.2021 21:15","13126","12491"
"26.04.2021 21:15 - 26.04.2021 21:30","13101","12509"
"26.04.2021 21:30 - 26.04.2021 21:45","12993","12427"
"26.04.2021 21:45 - 26.04.2021 22:00","12856","12255"
"26.04.2021 22:00 - 26.04.2021 22:15","12760","12125"
"26.04.2021 22:15 - 26.04.2021 22:30","12692","11980"
"26.04.2021 22:30 - 26.04.2021 22:45","12586","11767"
"26.04.2021 22:45 - 26.04.2021 23:00","12417","11590"
"26.04.2021 23:00 - 26.04.2021 23:15","12280","11461"
"26.04.2021 23:15 - 26.04.2021 23:30","12240","11282"
"26.04.2021 23:30 - 26.04.2021 23:45","12143","11082"
"26.04.2021 23:45 - 27.04.2021 00:00","11984","10903"
"27.04.2021 00:00 - 27.04.2021 00:15","11545","10721"
"27.04.2021 00:15 - 27.04.2021 00:30","11413","10540"
"27.04.2021 00:30 - 27.04.2021 00:45","11259","10383"
"27.04.2021 00:45 - 27.04.2021 01:00","11129","10266"
"27.04.2021 01:00 - 27.04.2021 01:15","11025","10148"
"27.04.2021 01:15 - 27.04.2021 01:30","10932","10042"
"27.04.2021 01:30 - 27.04.2021 01:45","10847","9965"
"27.04.2021 01:45 - 27.04.2021 02:00","10778","9883"
"27.04.2021 02:00 - 27.04.2021 02:15","10758","9856"
"27.04.2021 02:15 - 27.04.2021 02:30","10742","9847"
"27.04.2021 02:30 - 27.04.2021 02:45","10724","9780"
"27.04.2021 02:45 - 27.04.2021 03:00","10697","9770"
"27.04.2021 03:00 - 27.04.2021 03:15","10685","9728"
"27.04.2021 03:15 - 27.04.2021 03:30","10685","9732"
"27.04.2021 03:30 - 27.04.2021 03:45","10674","9682"
"27.04.2021 03:45 - 27.04.2021 04:00","10673","9695"
"27.04.2021 04:00 - 27.04.2021 04:15","10698","9673"
"27.04.2021 04:15 - 27.04.2021 04:30","10744","9693"
"27.04.2021 04:30 - 27.04.2021 04:45","10773","9715"
"27.04.2021 04:45 - 27.04.2021 05:00","10783","9702"
"27.04.2021 05:00 - 27.04.2021 05:15","10896","9761"
"27.04.2021 05:15 - 27.04.2021 05:30","11020","9792"
"27.04.2021 05:30 - 27.04.2021 05:45","11166","9853"
"27.04.2021 05:45 - 27.04.2021 06:00","11374","9913"
"27.04.2021 06:00 - 27.04.2021 06:15","11726","9973"
"27.04.2021 06:15 - 27.04.2021 06:30","12040","9966"
"27.04.2021 06:30 - 27.04.2021 06:45","12270","9971"
"27.04.2021 06:45 - 27.04.2021 07:00","12446","9948"
"27.04.2021 07:00 - 27.04.2021 07:15","12752","9990"
"27.04.2021 07:15 - 27.04.2021 07:30","13082","9938"
"27.04.2021 07:30 - 27.04.2021 07:45","13304","9900"
"27.04.2021 07:45 - 27.04.2021 08:00","13400","9872"
"27.04.2021 08:00 - 27.04.2021 08:15","13434","9847"
"27.04.2021 08:15 - 27.04.2021 08:30","13409","9784"
"27.04.2021 08:30 - 27.04.2021 08:45","13304","9721"
"27.04.2021 08:45 - 27.04.2021 09:00","13177","9664"
"27.04.2021 09:00 - 27.04.2021 09:15","12962","9557"
"27.04.2021 09:15 - 27.04.2021 09:30","12705","9372"
"27.04.2021 09:30 - 27.04.2021 09:45","12380","9190"
"27.04.2021 09:45 - 27.04.2021 10:00","12157","9038"
"27.04.2021 10:00 - 27.04.2021 10:15","11917","8835"
"27.04.2021 10:15 - 27.04.2021 10:30","11663","8678"
"27.04.2021 10:30 - 27.04.2021 10:45","11425","8419"
"27.04.2021 10:45 - 27.04.2021 11:00","11265","8239"
"27.04.2021 11:00 - 27.04.2021 11:15","11099","8017"
"27.04.2021 11:15 - 27.04.2021 11:30","10913","7854"
"27.04.2021 11:30 - 27.04.2021 11:45","10831","7727"
"27.04.2021 11:45 - 27.04.2021 12:00","10792","7632"
"27.04.2021 12:00 - 27.04.2021 12:15","10713","7549"
"27.04.2021 12:15 - 27.04.2021 12:30","10590","7413"
"27.04.2021 12:30 - 27.04.2021 12:45","10491","7285"
"27.04.2021 12:45 - 27.04.2021 13:00","10431","7170"
"27.04.2021 13:00 - 27.04.2021 13:15","10405","7060"
"27.04.2021 13:15 - 27.04.2021 13:30","10467","7022"
"27.04.2021 13:30 - 27.04.2021 13:45","10466","6975"
"27.04.2021 13:45 - 27.04.2021 14:00","10515","6932"
"27.04.2021 14:00 - 27.04.2021 14:15","10600","6854"
"27.04.2021 14:15 - 27.04.2021 14:30","10634","6820"
"27.04.2021 14:30 - 27.04.2021 14:45","10612","6845"
"27.04.2021 14:45 - 27.04.2021 15:00","10664","6895"
"27.04.2021 15:00 - 27.04.2021 15:15","10789","6946"
"27.04.2021 15:15 - 27.04.2021 15:30","10897","6977"
"27.04.2021 15:30 - 27.04.2021 15:45","10999","7065"
"27.04.2021 15:45 - 27.04.2021 16:00","11116","7172"
"27.04.2021 16:00 - 27.04.2021 16:15","11225","7370"
"27.04.2021 16:15 - 27.04.2021 16:30","11349","7534"
"27.04.2021 16:30 - 27.04.2021 16:45","11543","7823"
"27.04.2021 16:45 - 27.04.2021 17:00","11805","8185"
"27.04.2021 17:00 - 27.04.2021 17:15","12068","8572"
"27.04.2021 17:15 - 27.04.2021 17:30","12389","9014"
"27.04.2021 17:30 - 27.04.2021 17:45","12614","9392"
"27.04.2021 17:45 - 27.04.2021 18:00","12772","9762"
"27.04.2021 18:00 - 27.04.2021 18:15","12769","9975"
"27.04.2021 18:15 - 27.04.2021 18:30","12836","10178"
"27.04.2021 18:30 - 27.04.2021 18:45","12926","10328"
"27.04.2021 18:45 - 27.04.2021 19:00","13077","10503"
"27.04.2021 19:00 - 27.04.2021 19:15","13167","10718"
"27.04.2021 19:15 - 27.04.2021 19:30","13249","10863"
"27.04.2021 19:30 - 27.04.2021 19:45","13378","11068"
"27.04.2021 19:45 - 27.04.2021 20:00","13546","11286"
"27.04.2021 20:00 - 27.04.2021 20:15","13572","11435"
"27.04.2021 20:15 - 27.04.2021 20:30","13642","11547"
"27.04.2021 20:30 - 27.04.2021 20:45","13730","11665"
"27.04.2021 20:45 - 27.04.2021 21:00","13744","11722"
"27.04.2021 21:00 - 27.04.2021 21:15","13685","11703"
"27.04.2021 21:15 - 27.04.2021 21:30","13614","11797"
"27.04.2021 21:30 - 27.04.2021 21:45","13458","11753"
"27.04.2021 21:45 - 27.04.2021 22:00","13320","11732"
"27.04.2021 22:00 - 27.04.2021 22:15","13108","11592"
"27.04.2021 22:15 - 27.04.2021 22:30","12929","11523"
"27.04.2021 22:30 - 27.04.2021 22:45","12759","11335"
"27.04.2021 22:45 - 27.04.2021 23:00","12548","11205"
"27.04.2021 23:00 - 27.04.2021 23:15","12391","11028"
"27.04.2021 23:15 - 27.04.2021 23:30","12221","10922"
"27.04.2021 23:30 - 27.04.2021 23:45","12060","10726"
"27.04.2021 23:45 - 28.04.2021 00:00","11889","10551"
"28.04.2021 00:00 - 28.04.2021 00:15","11735","10418"
"28.04.2021 00:15 - 28.04.2021 00:30","11597","10294"
"28.04.2021 00:30 - 28.04.2021 00:45","11461","10168"
"28.04.2021 00:45 - 28.04.2021 01:00","11339","10055"
"28.04.2021 01:00 - 28.04.2021 01:15","11224","9942"
"28.04.2021 01:15 - 28.04.2021 01:30","11111","9882"
"28.04.2021 01:30 - 28.04.2021 01:45","11036","9822"
"28.04.2021 01:45 - 28.04.2021 02:00","10993","9735"
"28.04.2021 02:00 - 28.04.2021 02:15","10931","9692"
"28.04.2021 02:15 - 28.04.2021 02:30","10888","9675"
"28.04.2021 02:30 - 28.04.2021 02:45","10831","9630"
"28.04.2021 02:45 - 28.04.2021 03:00","10802","9614"
"28.04.2021 03:00 - 28.04.2021 03:15","10816","9632"
"28.04.2021 03:15 - 28.04.2021 03:30","10799","9660"
"28.04.2021 03:30 - 28.04.2021 03:45","10783","9631"
"28.04.2021 03:45 - 28.04.2021 04:00","10762","9604"
"28.04.2021 04:00 - 28.04.2021 04:15","10814","9646"
"28.04.2021 04:15 - 28.04.2021 04:30","10841","9655"
"28.04.2021 04:30 - 28.04.2021 04:45","10862","9670"
"28.04.2021 04:45 - 28.04.2021 05:00","10903","9745"
"28.04.2021 05:00 - 28.04.2021 05:15","10998","9875"
"28.04.2021 05:15 - 28.04.2021 05:30","11117","10010"
"28.04.2021 05:30 - 28.04.2021 05:45","11239","10132"
"28.04.2021 05:45 - 28.04.2021 06:00","11426","10274"
"28.04.2021 06:00 - 28.04.2021 06:15","11746","10551"
"28.04.2021 06:15 - 28.04.2021 06:30","12013","10810"
"28.04.2021 06:30 - 28.04.2021 06:45","12253","10933"
"28.04.2021 06:45 - 28.04.2021 07:00","12440","11095"
"28.04.2021 07:00 - 28.04.2021 07:15","12764","11388"
"28.04.2021 07:15 - 28.04.2021 07:30","13058","11554"
"28.04.2021 07:30 - 28.04.2021 07:45","13311","11705"
"28.04.2021 07:45 - 28.04.2021 08:00","13459","11830"
"28.04.2021 08:00 - 28.04.2021 08:15","13586","11865"
"28.04.2021 08:15 - 28.04.2021 08:30","13657","11896"
"28.04.2021 08:30 - 28.04.2021 08:45","13636","11818"
"28.04.2021 08:45 - 28.04.2021 09:00","13606","11799"
"28.04.2021 09:00 - 28.04.2021 09:15","13447","11633"
"28.04.2021 09:15 - 28.04.2021 09:30","13342","11476"
"28.04.2021 09:30 - 28.04.2021 09:45","13124","11231"
"28.04.2021 09:45 - 28.04.2021 10:00","12920","11070"
"28.04.2021 10:00 - 28.04.2021 10:15","12729","10780"
"28.04.2021 10:15 - 28.04.2021 10:30","12545","10519"
"28.04.2021 10:30 - 28.04.2021 10:45","12376","10380"
"28.04.2021 10:45 - 28.04.2021 11:00","12149","10215"
"28.04.2021 11:00 - 28.04.2021 11:15","11988","10134"
"28.04.2021 11:15 - 28.04.2021 11:30","11866","10043"
"28.04.2021 11:30 - 28.04.2021 11:45","11768","9954"
"28.04.2021 11:45 - 28.04.2021 12:00","11720","9911"
"28.04.2021 12:00 - 28.04.2021 12:15","11640","9779"
"28.04.2021 12:15 - 28.04.2021 12:30","11520","9739"
"28.04.2021 12:30 - 28.04.2021 12:45","11420","9547"
"28.04.2021 12:45 - 28.04.2021 13:00","11273","9454"
"28.04.2021 13:00 - 28.04.2021 13:15","11166","9466"
"28.04.2021 13:15 - 28.04.2021 13:30","11059","9441"
"28.04.2021 13:30 - 28.04.2021 13:45","10950","9538"
"28.04.2021 13:45 - 28.04.2021 14:00","10826","9622"
"28.04.2021 14:00 - 28.04.2021 14:15","10687","9667"
"28.04.2021 14:15 - 28.04.2021 14:30","10633","9807"
"28.04.2021 14:30 - 28.04.2021 14:45","10588","9937"
"28.04.2021 14:45 - 28.04.2021 15:00","10559","10076"
"28.04.2021 15:00 - 28.04.2021 15:15","10514","10169"
"28.04.2021 15:15 - 28.04.2021 15:30","10536","10315"
"28.04.2021 15:30 - 28.04.2021 15:45","10588","10478"
"28.04.2021 15:45 - 28.04.2021 16:00","10667","10648"
"28.04.2021 16:00 - 28.04.2021 16:15","10755","10846"
"28.04.2021 16:15 - 28.04.2021 16:30","10833","11118"
"28.04.2021 16:30 - 28.04.2021 16:45","12103","11313"
"28.04.2021 16:45 - 28.04.2021 17:00","24568","11611"
"28.04.2021 17:00 - 28.04.2021 17:15","17147","11946"
"28.04.2021 17:15 - 28.04.2021 17:30","11781","12317"
"28.04.2021 17:30 - 28.04.2021 17:45","12046","12515"
"28.04.2021 17:45 - 28.04.2021 18:00","12226","12690"
"28.04.2021 18:00 - 28.04.2021 18:15","12251","12626"
"28.04.2021 18:15 - 28.04.2021 18:30","12329","12594"
"28.04.2021 18:30 - 28.04.2021 18:45","12430","12620"
"28.04.2021 18:45 - 28.04.2021 19:00","12576","12693"
"28.04.2021 19:00 - 28.04.2021 19:15","12684","12713"
"28.04.2021 19:15 - 28.04.2021 19:30","12808","12716"
"28.04.2021 19:30 - 28.04.2021 19:45","12953","12744"
"28.04.2021 19:45 - 28.04.2021 20:00","13122","12868"
"28.04.2021 20:00 - 28.04.2021 20:15","13202","12848"
"28.04.2021 20:15 - 28.04.2021 20:30","13303","12906"
"28.04.2021 20:30 - 28.04.2021 20:45","13394","12902"
"28.04.2021 20:45 - 28.04.2021 21:00","13442","12950"
"28.04.2021 21:00 - 28.04.2021 21:15","13396","12901"
"28.04.2021 21:15 - 28.04.2021 21:30","13332","12938"
"28.04.2021 21:30 - 28.04.2021 21:45","13221","12828"
"28.04.2021 21:45 - 28.04.2021 22:00","13059","12674"
"28.04.2021 22:00 - 28.04.2021 22:15","12916","12447"
"28.04.2021 22:15 - 28.04.2021 22:30","12756","12280"
"28.04.2021 22:30 - 28.04.2021 22:45","12550","12056"
"28.04.2021 22:45 - 28.04.2021 23:00","12354","11831"
"28.04.2021 23:00 - 28.04.2021 23:15","12232","11660"
"28.04.2021 23:15 - 28.04.2021 23:30","12111","11466"
"28.04.2021 23:30 - 28.04.2021 23:45","11935","11276"
"28.04.2021 23:45 - 29.04.2021 00:00","11723","11100"
"29.04.2021 00:00 - 29.04.2021 00:15","11525","10969"
"29.04.2021 00:15 - 29.04.2021 00:30","11404","10811"
"29.04.2021 00:30 - 29.04.2021 00:45","11271","10682"
"29.04.2021 00:45 - 29.04.2021 01:00","11132","10493"
"29.04.2021 01:00 - 29.04.2021 01:15","11026","10388"
"29.04.2021 01:15 - 29.04.2021 01:30","10930","10273"
"29.04.2021 01:30 - 29.04.2021 01:45","10831","10151"
"29.04.2021 01:45 - 29.04.2021 02:00","10764","10043"
"29.04.2021 02:00 - 29.04.2021 02:15","10731","10070"
"29.04.2021 02:15 - 29.04.2021 02:30","10700","10056"
"29.04.2021 02:30 - 29.04.2021 02:45","10646","10024"
"29.04.2021 02:45 - 29.04.2021 03:00","10628","10017"
"29.04.2021 03:00 - 29.04.2021 03:15","10608","9915"
"29.04.2021 03:15 - 29.04.2021 03:30","10607","9905"
"29.04.2021 03:30 - 29.04.2021 03:45","10619","9890"
"29.04.2021 03:45 - 29.04.2021 04:00","10621","9844"
"29.04.2021 04:00 - 29.04.2021 04:15","10670","9865"
"29.04.2021 04:15 - 29.04.2021 04:30","10690","9881"
"29.04.2021 04:30 - 29.04.2021 04:45","10720","9898"
"29.04.2021 04:45 - 29.04.2021 05:00","10751","9953"
"29.04.2021 05:00 - 29.04.2021 05:15","10856","10083"
"29.04.2021 05:15 - 29.04.2021 05:30","10988","10194"
"29.04.2021 05:30 - 29.04.2021 05:45","11143","10324"
"29.04.2021 05:45 - 29.04.2021 06:00","11346","10526"
"29.04.2021 06:00 - 29.04.2021 06:15","11659","10817"
"29.04.2021 06:15 - 29.04.2021 06:30","11933","11071"
"29.04.2021 06:30 - 29.04.2021 06:45","12149","11313"
"29.04.2021 06:45 - 29.04.2021 07:00","12337","11504"
"29.04.2021 07:00 - 29.04.2021 07:15","12664","11929"
"29.04.2021 07:15 - 29.04.2021 07:30","12943","12203"
"29.04.2021 07:30 - 29.04.2021 07:45","13174","12485"
"29.04.2021 07:45 - 29.04.2021 08:00","13346","12784"
"29.04.2021 08:00 - 29.04.2021 08:15","13360","13070"
"29.04.2021 08:15 - 29.04.2021 08:30","13331","13294"
"29.04.2021 08:30 - 29.04.2021 08:45","13271","13511"
"29.04.2021 08:45 - 29.04.2021 09:00","13144","13713"
"29.04.2021 09:00 - 29.04.2021 09:15","12996","13864"
"29.04.2021 09:15 - 29.04.2021 09:30","12831","13956"
"29.04.2021 09:30 - 29.04.2021 09:45","12666","13975"
"29.04.2021 09:45 - 29.04.2021 10:00","12541","14120"
"29.04.2021 10:00 - 29.04.2021 10:15","12350","14170"
"29.04.2021 10:15 - 29.04.2021 10:30","12143","14207"
"29.04.2021 10:30 - 29.04.2021 10:45","11967","14217"
"29.04.2021 10:45 - 29.04.2021 11:00","11801","14218"
"29.04.2021 11:00 - 29.04.2021 11:15","11616","14279"
"29.04.2021 11:15 - 29.04.2021 11:30","11437","14327"
"29.04.2021 11:30 - 29.04.2021 11:45","11295","14380"
"29.04.2021 11:45 - 29.04.2021 12:00","11234","14453"
"29.04.2021 12:00 - 29.04.2021 12:15","11108","14482"
"29.04.2021 12:15 - 29.04.2021 12:30","11008","14460"
"29.04.2021 12:30 - 29.04.2021 12:45","10841","14337"
"29.04.2021 12:45 - 29.04.2021 13:00","10669","14157"
"29.04.2021 13:00 - 29.04.2021 13:15","10617","14140"
"29.04.2021 13:15 - 29.04.2021 13:30","10570","14232"
"29.04.2021 13:30 - 29.04.2021 13:45","10473","14152"
"29.04.2021 13:45 - 29.04.2021 14:00","10374","14055"
"29.04.2021 14:00 - 29.04.2021 14:15","10291","13926"
"29.04.2021 14:15 - 29.04.2021 14:30","10234","13792"
"29.04.2021 14:30 - 29.04.2021 14:45","10158","13653"
"29.04.2021 14:45 - 29.04.2021 15:00","10146","13617"
"29.04.2021 15:00 - 29.04.2021 15:15","10169","13478"
"29.04.2021 15:15 - 29.04.2021 15:30","10191","13365"
"29.04.2021 15:30 - 29.04.2021 15:45","10279","13312"
"29.04.2021 15:45 - 29.04.2021 16:00","10393","13222"
"29.04.2021 16:00 - 29.04.2021 16:15","10483","13183"
"29.04.2021 16:15 - 29.04.2021 16:30","10586","13101"
"29.04.2021 16:30 - 29.04.2021 16:45","10765","13116"
"29.04.2021 16:45 - 29.04.2021 17:00","11025","13287"
"29.04.2021 17:00 - 29.04.2021 17:15","11343","13406"
"29.04.2021 17:15 - 29.04.2021 17:30","11666","13607"
"29.04.2021 17:30 - 29.04.2021 17:45","11929","13693"
"29.04.2021 17:45 - 29.04.2021 18:00","12130","13736"
"29.04.2021 18:00 - 29.04.2021 18:15","12163","13612"
"29.04.2021 18:15 - 29.04.2021 18:30","12245","13548"
"29.04.2021 18:30 - 29.04.2021 18:45","12361","13491"
"29.04.2021 18:45 - 29.04.2021 19:00","12485","13515"
"29.04.2021 19:00 - 29.04.2021 19:15","12624","13514"
"29.04.2021 19:15 - 29.04.2021 19:30","12794","13490"
"29.04.2021 19:30 - 29.04.2021 19:45","12939","13456"
"29.04.2021 19:45 - 29.04.2021 20:00","13141","13527"
"29.04.2021 20:00 - 29.04.2021 20:15","13218","13400"
"29.04.2021 20:15 - 29.04.2021 20:30","13299","13369"
"29.04.2021 20:30 - 29.04.2021 20:45","13411","13371"
"29.04.2021 20:45 - 29.04.2021 21:00","13488","13356"
"29.04.2021 21:00 - 29.04.2021 21:15","13449","13318"
"29.04.2021 21:15 - 29.04.2021 21:30","13373","13260"
"29.04.2021 21:30 - 29.04.2021 21:45","13259","13121"
"29.04.2021 21:45 - 29.04.2021 22:00","13127","12971"
"29.04.2021 22:00 - 29.04.2021 22:15","12959","12730"
"29.04.2021 22:15 - 29.04.2021 22:30","12820","12546"
"29.04.2021 22:30 - 29.04.2021 22:45","12653","12329"
"29.04.2021 22:45 - 29.04.2021 23:00","12439","12138"
"29.04.2021 23:00 - 29.04.2021 23:15","12288","12011"
"29.04.2021 23:15 - 29.04.2021 23:30","12137","11852"
"29.04.2021 23:30 - 29.04.2021 23:45","11941","11639"
"29.04.2021 23:45 - 30.04.2021 00:00","11747","11434"
"30.04.2021 00:00 - 30.04.2021 00:15","11892","11233"
"30.04.2021 00:15 - 30.04.2021 00:30","11793","11054"
"30.04.2021 00:30 - 30.04.2021 00:45","11685","10902"
"30.04.2021 00:45 - 30.04.2021 01:00","11574","10775"
"30.04.2021 01:00 - 30.04.2021 01:15","11473","10646"
"30.04.2021 01:15 - 30.04.2021 01:30","11375","10532"
"30.04.2021 01:30 - 30.04.2021 01:45","11307","10422"
"30.04.2021 01:45 - 30.04.2021 02:00","11221","10338"
"30.04.2021 02:00 - 30.04.2021 02:15","11170","10277"
"30.04.2021 02:15 - 30.04.2021 02:30","11150","10257"
"30.04.2021 02:30 - 30.04.2021 02:45","11119","10216"
"30.04.2021 02:45 - 30.04.2021 03:00","11093","10155"
"30.04.2021 03:00 - 30.04.2021 03:15","11068","10156"
"30.04.2021 03:15 - 30.04.2021 03:30","11073","10143"
"30.04.2021 03:30 - 30.04.2021 03:45","11081","10086"
"30.04.2021 03:45 - 30.04.2021 04:00","11061","10122"
"30.04.2021 04:00 - 30.04.2021 04:15","11060","10152"
"30.04.2021 04:15 - 30.04.2021 04:30","11071","10166"
"30.04.2021 04:30 - 30.04.2021 04:45","11076","10193"
"30.04.2021 04:45 - 30.04.2021 05:00","11085","10244"
"30.04.2021 05:00 - 30.04.2021 05:15","11160","10357"
"30.04.2021 05:15 - 30.04.2021 05:30","11264","10518"
"30.04.2021 05:30 - 30.04.2021 05:45","11413","10631"
"30.04.2021 05:45 - 30.04.2021 06:00","11568","10806"
"30.04.2021 06:00 - 30.04.2021 06:15","11842","11114"
"30.04.2021 06:15 - 30.04.2021 06:30","12140","11393"
"30.04.2021 06:30 - 30.04.2021 06:45","12353","11634"
"30.04.2021 06:45 - 30.04.2021 07:00","12518","11862"
"30.04.2021 07:00 - 30.04.2021 07:15","12782","12257"
"30.04.2021 07:15 - 30.04.2021 07:30","13046","12546"
"30.04.2021 07:30 - 30.04.2021 07:45","13223","12830"
"30.04.2021 07:45 - 30.04.2021 08:00","13312","13114"
"30.04.2021 08:00 - 30.04.2021 08:15","13323","13324"
"30.04.2021 08:15 - 30.04.2021 08:30","13221","13528"
"30.04.2021 08:30 - 30.04.2021 08:45","13068","13691"
"30.04.2021 08:45 - 30.04.2021 09:00","12907","13712"
"30.04.2021 09:00 - 30.04.2021 09:15","12689","13671"
"30.04.2021 09:15 - 30.04.2021 09:30","12373","13682"
"30.04.2021 09:30 - 30.04.2021 09:45","12041","13629"
"30.04.2021 09:45 - 30.04.2021 10:00","11741","13659"
"30.04.2021 10:00 - 30.04.2021 10:15","11454","13712"
"30.04.2021 10:15 - 30.04.2021 10:30","11151","13718"
"30.04.2021 10:30 - 30.04.2021 10:45","10827","13651"
"30.04.2021 10:45 - 30.04.2021 11:00","10547","13555"
"30.04.2021 11:00 - 30.04.2021 11:15","10275","13466"
"30.04.2021 11:15 - 30.04.2021 11:30","10029","13342"
"30.04.2021 11:30 - 30.04.2021 11:45","9816","13355"
