"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|NL","Actual Total Load [MW] - BZN|NL"
"21.04.2021 17:45 - 21.04.2021 18:00","12213","11815"
"21.04.2021 18:00 - 21.04.2021 18:15","12378","11810"
"21.04.2021 18:15 - 21.04.2021 18:30","12402","11852"
"21.04.2021 18:30 - 21.04.2021 18:45","12570","11981"
"21.04.2021 18:45 - 21.04.2021 19:00","12758","12146"
"21.04.2021 19:00 - 21.04.2021 19:15","12935","12276"
"21.04.2021 19:15 - 21.04.2021 19:30","13022","12412"
"21.04.2021 19:30 - 21.04.2021 19:45","13155","12570"
"21.04.2021 19:45 - 21.04.2021 20:00","13322","12794"
"21.04.2021 20:00 - 21.04.2021 20:15","13440","12899"
"21.04.2021 20:15 - 21.04.2021 20:30","13520","13004"
"21.04.2021 20:30 - 21.04.2021 20:45","13640","13071"
"21.04.2021 20:45 - 21.04.2021 21:00","13704","13094"
"21.04.2021 21:00 - 21.04.2021 21:15","13717","13081"
"21.04.2021 21:15 - 21.04.2021 21:30","13665","13076"
"21.04.2021 21:30 - 21.04.2021 21:45","13558","12932"
"21.04.2021 21:45 - 21.04.2021 22:00","13413","12802"
"21.04.2021 22:00 - 21.04.2021 22:15","13297","12606"
"21.04.2021 22:15 - 21.04.2021 22:30","13173","12427"
"21.04.2021 22:30 - 21.04.2021 22:45","13016","12190"
"21.04.2021 22:45 - 21.04.2021 23:00","12819","11980"
"21.04.2021 23:00 - 21.04.2021 23:15","12725","11845"
"21.04.2021 23:15 - 21.04.2021 23:30","12713","11690"
"21.04.2021 23:30 - 21.04.2021 23:45","12609","11506"
"21.04.2021 23:45 - 22.04.2021 00:00","12431","11314"
"22.04.2021 00:00 - 22.04.2021 00:15","11743","11120"
"22.04.2021 00:15 - 22.04.2021 00:30","11612","10950"
"22.04.2021 00:30 - 22.04.2021 00:45","11503","10771"
"22.04.2021 00:45 - 22.04.2021 01:00","11407","10653"
"22.04.2021 01:00 - 22.04.2021 01:15","11321","10574"
"22.04.2021 01:15 - 22.04.2021 01:30","11249","10501"
"22.04.2021 01:30 - 22.04.2021 01:45","11153","10369"
"22.04.2021 01:45 - 22.04.2021 02:00","11056","10331"
"22.04.2021 02:00 - 22.04.2021 02:15","11021","10285"
"22.04.2021 02:15 - 22.04.2021 02:30","10996","10245"
"22.04.2021 02:30 - 22.04.2021 02:45","10988","10207"
"22.04.2021 02:45 - 22.04.2021 03:00","10943","10156"
"22.04.2021 03:00 - 22.04.2021 03:15","10951","10147"
"22.04.2021 03:15 - 22.04.2021 03:30","10965","10165"
"22.04.2021 03:30 - 22.04.2021 03:45","11001","10117"
"22.04.2021 03:45 - 22.04.2021 04:00","10987","10134"
"22.04.2021 04:00 - 22.04.2021 04:15","11034","10195"
"22.04.2021 04:15 - 22.04.2021 04:30","11087","10222"
"22.04.2021 04:30 - 22.04.2021 04:45","11126","10233"
"22.04.2021 04:45 - 22.04.2021 05:00","11135","10270"
"22.04.2021 05:00 - 22.04.2021 05:15","11210","10403"
"22.04.2021 05:15 - 22.04.2021 05:30","11337","10523"
"22.04.2021 05:30 - 22.04.2021 05:45","11462","10680"
"22.04.2021 05:45 - 22.04.2021 06:00","11609","10865"
"22.04.2021 06:00 - 22.04.2021 06:15","11896","11232"
"22.04.2021 06:15 - 22.04.2021 06:30","12208","11448"
"22.04.2021 06:30 - 22.04.2021 06:45","12491","11630"
"22.04.2021 06:45 - 22.04.2021 07:00","12714","11881"
"22.04.2021 07:00 - 22.04.2021 07:15","13001","12184"
"22.04.2021 07:15 - 22.04.2021 07:30","13361","12478"
"22.04.2021 07:30 - 22.04.2021 07:45","13619","12708"
"22.04.2021 07:45 - 22.04.2021 08:00","13786","12819"
"22.04.2021 08:00 - 22.04.2021 08:15","13833","12832"
"22.04.2021 08:15 - 22.04.2021 08:30","13794","12757"
"22.04.2021 08:30 - 22.04.2021 08:45","13751","12695"
"22.04.2021 08:45 - 22.04.2021 09:00","13642","12628"
"22.04.2021 09:00 - 22.04.2021 09:15","13444","12482"
"22.04.2021 09:15 - 22.04.2021 09:30","13217","12322"
"22.04.2021 09:30 - 22.04.2021 09:45","12997","12162"
"22.04.2021 09:45 - 22.04.2021 10:00","12814","12024"
"22.04.2021 10:00 - 22.04.2021 10:15","12606","11821"
"22.04.2021 10:15 - 22.04.2021 10:30","12325","11651"
"22.04.2021 10:30 - 22.04.2021 10:45","12053","11448"
"22.04.2021 10:45 - 22.04.2021 11:00","11816","11314"
"22.04.2021 11:00 - 22.04.2021 11:15","11579","11084"
"22.04.2021 11:15 - 22.04.2021 11:30","11337","10859"
"22.04.2021 11:30 - 22.04.2021 11:45","11130","10708"
"22.04.2021 11:45 - 22.04.2021 12:00","11017","10498"
"22.04.2021 12:00 - 22.04.2021 12:15","10927","10369"
"22.04.2021 12:15 - 22.04.2021 12:30","10811","10245"
"22.04.2021 12:30 - 22.04.2021 12:45","10665","10090"
"22.04.2021 12:45 - 22.04.2021 13:00","10494","9933"
"22.04.2021 13:00 - 22.04.2021 13:15","10395","9854"
"22.04.2021 13:15 - 22.04.2021 13:30","10369","9759"
"22.04.2021 13:30 - 22.04.2021 13:45","10309","9669"
"22.04.2021 13:45 - 22.04.2021 14:00","10232","9598"
"22.04.2021 14:00 - 22.04.2021 14:15","10155","9514"
"22.04.2021 14:15 - 22.04.2021 14:30","10070","9485"
"22.04.2021 14:30 - 22.04.2021 14:45","10028","9459"
"22.04.2021 14:45 - 22.04.2021 15:00","10003","9463"
"22.04.2021 15:00 - 22.04.2021 15:15","10037","9494"
"22.04.2021 15:15 - 22.04.2021 15:30","10088","9592"
"22.04.2021 15:30 - 22.04.2021 15:45","10156","9666"
"22.04.2021 15:45 - 22.04.2021 16:00","10231","9788"
"22.04.2021 16:00 - 22.04.2021 16:15","10382","9861"
"22.04.2021 16:15 - 22.04.2021 16:30","10501","10020"
"22.04.2021 16:30 - 22.04.2021 16:45","10636","10249"
"22.04.2021 16:45 - 22.04.2021 17:00","10884","10554"
"22.04.2021 17:00 - 22.04.2021 17:15","11187","10872"
"22.04.2021 17:15 - 22.04.2021 17:30","11577","11255"
"22.04.2021 17:30 - 22.04.2021 17:45","11925","11538"
"22.04.2021 17:45 - 22.04.2021 18:00","12178","11756"
"22.04.2021 18:00 - 22.04.2021 18:15","12269","11792"
"22.04.2021 18:15 - 22.04.2021 18:30","12325","11873"
"22.04.2021 18:30 - 22.04.2021 18:45","12446","12046"
"22.04.2021 18:45 - 22.04.2021 19:00","12609","12219"
"22.04.2021 19:00 - 22.04.2021 19:15","12751","12357"
"22.04.2021 19:15 - 22.04.2021 19:30","12903","12523"
"22.04.2021 19:30 - 22.04.2021 19:45","13040","12693"
"22.04.2021 19:45 - 22.04.2021 20:00","13211","12885"
"22.04.2021 20:00 - 22.04.2021 20:15","13311","12942"
"22.04.2021 20:15 - 22.04.2021 20:30","13386","13029"
"22.04.2021 20:30 - 22.04.2021 20:45","13481","13088"
"22.04.2021 20:45 - 22.04.2021 21:00","13513","13184"
"22.04.2021 21:00 - 22.04.2021 21:15","13464","13170"
"22.04.2021 21:15 - 22.04.2021 21:30","13406","13172"
"22.04.2021 21:30 - 22.04.2021 21:45","13252","13072"
"22.04.2021 21:45 - 22.04.2021 22:00","13066","12963"
"22.04.2021 22:00 - 22.04.2021 22:15","12876","12746"
"22.04.2021 22:15 - 22.04.2021 22:30","12732","12618"
"22.04.2021 22:30 - 22.04.2021 22:45","12542","12348"
"22.04.2021 22:45 - 22.04.2021 23:00","12355","12154"
"22.04.2021 23:00 - 22.04.2021 23:15","12193","12030"
"22.04.2021 23:15 - 22.04.2021 23:30","12090","11841"
"22.04.2021 23:30 - 22.04.2021 23:45","11931","11635"
"22.04.2021 23:45 - 23.04.2021 00:00","11750","11398"
"23.04.2021 00:00 - 23.04.2021 00:15","11613","11249"
"23.04.2021 00:15 - 23.04.2021 00:30","11538","11087"
"23.04.2021 00:30 - 23.04.2021 00:45","11408","10973"
"23.04.2021 00:45 - 23.04.2021 01:00","11265","10849"
"23.04.2021 01:00 - 23.04.2021 01:15","11148","10731"
"23.04.2021 01:15 - 23.04.2021 01:30","11052","10632"
"23.04.2021 01:30 - 23.04.2021 01:45","10965","10559"
"23.04.2021 01:45 - 23.04.2021 02:00","10884","10496"
"23.04.2021 02:00 - 23.04.2021 02:15","10832","10470"
"23.04.2021 02:15 - 23.04.2021 02:30","10826","10414"
"23.04.2021 02:30 - 23.04.2021 02:45","10797","10363"
"23.04.2021 02:45 - 23.04.2021 03:00","10775","10350"
"23.04.2021 03:00 - 23.04.2021 03:15","10781","10334"
"23.04.2021 03:15 - 23.04.2021 03:30","10792","10339"
"23.04.2021 03:30 - 23.04.2021 03:45","10803","10316"
"23.04.2021 03:45 - 23.04.2021 04:00","10789","10325"
"23.04.2021 04:00 - 23.04.2021 04:15","10774","10349"
"23.04.2021 04:15 - 23.04.2021 04:30","10801","10350"
"23.04.2021 04:30 - 23.04.2021 04:45","10800","10389"
"23.04.2021 04:45 - 23.04.2021 05:00","10809","10400"
"23.04.2021 05:00 - 23.04.2021 05:15","10889","10495"
"23.04.2021 05:15 - 23.04.2021 05:30","11022","10664"
"23.04.2021 05:30 - 23.04.2021 05:45","11165","10780"
"23.04.2021 05:45 - 23.04.2021 06:00","11322","11004"
"23.04.2021 06:00 - 23.04.2021 06:15","11615","11360"
"23.04.2021 06:15 - 23.04.2021 06:30","11993","11560"
"23.04.2021 06:30 - 23.04.2021 06:45","12255","11772"
"23.04.2021 06:45 - 23.04.2021 07:00","12446","11981"
"23.04.2021 07:00 - 23.04.2021 07:15","12685","12283"
"23.04.2021 07:15 - 23.04.2021 07:30","12949","12473"
"23.04.2021 07:30 - 23.04.2021 07:45","13179","12574"
"23.04.2021 07:45 - 23.04.2021 08:00","13344","12623"
"23.04.2021 08:00 - 23.04.2021 08:15","13432","12626"
"23.04.2021 08:15 - 23.04.2021 08:30","13420","12486"
"23.04.2021 08:30 - 23.04.2021 08:45","13363","12422"
"23.04.2021 08:45 - 23.04.2021 09:00","13267","12318"
"23.04.2021 09:00 - 23.04.2021 09:15","13122","12136"
"23.04.2021 09:15 - 23.04.2021 09:30","12898","12027"
"23.04.2021 09:30 - 23.04.2021 09:45","12657","11823"
"23.04.2021 09:45 - 23.04.2021 10:00","12403","11635"
"23.04.2021 10:00 - 23.04.2021 10:15","12163","11410"
"23.04.2021 10:15 - 23.04.2021 10:30","11898","11172"
"23.04.2021 10:30 - 23.04.2021 10:45","11664","10987"
"23.04.2021 10:45 - 23.04.2021 11:00","11437","10777"
"23.04.2021 11:00 - 23.04.2021 11:15","11227","10610"
"23.04.2021 11:15 - 23.04.2021 11:30","11054","10443"
"23.04.2021 11:30 - 23.04.2021 11:45","10904","10254"
"23.04.2021 11:45 - 23.04.2021 12:00","10809","10132"
"23.04.2021 12:00 - 23.04.2021 12:15","10704","9935"
"23.04.2021 12:15 - 23.04.2021 12:30","10545","9771"
"23.04.2021 12:30 - 23.04.2021 12:45","10377","9605"
"23.04.2021 12:45 - 23.04.2021 13:00","10300","9470"
"23.04.2021 13:00 - 23.04.2021 13:15","10280","9392"
"23.04.2021 13:15 - 23.04.2021 13:30","10252","9269"
"23.04.2021 13:30 - 23.04.2021 13:45","10213","9181"
"23.04.2021 13:45 - 23.04.2021 14:00","10186","9133"
"23.04.2021 14:00 - 23.04.2021 14:15","10166","9092"
"23.04.2021 14:15 - 23.04.2021 14:30","10182","9113"
"23.04.2021 14:30 - 23.04.2021 14:45","10204","9063"
"23.04.2021 14:45 - 23.04.2021 15:00","10238","9114"
"23.04.2021 15:00 - 23.04.2021 15:15","10312","9158"
"23.04.2021 15:15 - 23.04.2021 15:30","10426","9183"
"23.04.2021 15:30 - 23.04.2021 15:45","10522","9263"
"23.04.2021 15:45 - 23.04.2021 16:00","10616","9378"
"23.04.2021 16:00 - 23.04.2021 16:15","10720","9467"
"23.04.2021 16:15 - 23.04.2021 16:30","10799","9589"
"23.04.2021 16:30 - 23.04.2021 16:45","10920","9745"
"23.04.2021 16:45 - 23.04.2021 17:00","11136","10074"
"23.04.2021 17:00 - 23.04.2021 17:15","11430","10354"
"23.04.2021 17:15 - 23.04.2021 17:30","11773","10716"
"23.04.2021 17:30 - 23.04.2021 17:45","12104","10998"
"23.04.2021 17:45 - 23.04.2021 18:00","12388","11323"
"23.04.2021 18:00 - 23.04.2021 18:15","12506","11393"
"23.04.2021 18:15 - 23.04.2021 18:30","12569","11558"
"23.04.2021 18:30 - 23.04.2021 18:45","12660","11662"
"23.04.2021 18:45 - 23.04.2021 19:00","12761","11832"
"23.04.2021 19:00 - 23.04.2021 19:15","12862","12025"
"23.04.2021 19:15 - 23.04.2021 19:30","12951","12163"
"23.04.2021 19:30 - 23.04.2021 19:45","13059","12331"
"23.04.2021 19:45 - 23.04.2021 20:00","13165","12606"
"23.04.2021 20:00 - 23.04.2021 20:15","13212","12668"
"23.04.2021 20:15 - 23.04.2021 20:30","13258","12785"
"23.04.2021 20:30 - 23.04.2021 20:45","13318","12853"
"23.04.2021 20:45 - 23.04.2021 21:00","13340","12837"
"23.04.2021 21:00 - 23.04.2021 21:15","13275","12760"
"23.04.2021 21:15 - 23.04.2021 21:30","13213","12803"
"23.04.2021 21:30 - 23.04.2021 21:45","13104","12650"
"23.04.2021 21:45 - 23.04.2021 22:00","12967","12561"
"23.04.2021 22:00 - 23.04.2021 22:15","12831","12395"
"23.04.2021 22:15 - 23.04.2021 22:30","12711","12269"
"23.04.2021 22:30 - 23.04.2021 22:45","12545","12117"
"23.04.2021 22:45 - 23.04.2021 23:00","12339","11906"
"23.04.2021 23:00 - 23.04.2021 23:15","12184","11773"
"23.04.2021 23:15 - 23.04.2021 23:30","12077","11595"
"23.04.2021 23:30 - 23.04.2021 23:45","11919","11420"
"23.04.2021 23:45 - 24.04.2021 00:00","11744","11220"
"24.04.2021 00:00 - 24.04.2021 00:15","11768","10982"
"24.04.2021 00:15 - 24.04.2021 00:30","11686","10770"
"24.04.2021 00:30 - 24.04.2021 00:45","11608","10614"
"24.04.2021 00:45 - 24.04.2021 01:00","11490","10509"
"24.04.2021 01:00 - 24.04.2021 01:15","11359","10380"
"24.04.2021 01:15 - 24.04.2021 01:30","11233","10307"
"24.04.2021 01:30 - 24.04.2021 01:45","11143","10192"
"24.04.2021 01:45 - 24.04.2021 02:00","11047","10124"
"24.04.2021 02:00 - 24.04.2021 02:15","11003","10128"
"24.04.2021 02:15 - 24.04.2021 02:30","11014","10025"
"24.04.2021 02:30 - 24.04.2021 02:45","11010","9950"
"24.04.2021 02:45 - 24.04.2021 03:00","10970","9876"
"24.04.2021 03:00 - 24.04.2021 03:15","10964","9866"
"24.04.2021 03:15 - 24.04.2021 03:30","10962","9866"
"24.04.2021 03:30 - 24.04.2021 03:45","10949","9840"
"24.04.2021 03:45 - 24.04.2021 04:00","10922","9834"
"24.04.2021 04:00 - 24.04.2021 04:15","10898","9828"
"24.04.2021 04:15 - 24.04.2021 04:30","10941","9822"
"24.04.2021 04:30 - 24.04.2021 04:45","10970","9813"
"24.04.2021 04:45 - 24.04.2021 05:00","10962","9835"
"24.04.2021 05:00 - 24.04.2021 05:15","10946","9900"
"24.04.2021 05:15 - 24.04.2021 05:30","10971","9938"
"24.04.2021 05:30 - 24.04.2021 05:45","11015","9988"
"24.04.2021 05:45 - 24.04.2021 06:00","11054","10049"
"24.04.2021 06:00 - 24.04.2021 06:15","11127","10157"
"24.04.2021 06:15 - 24.04.2021 06:30","11259","10171"
"24.04.2021 06:30 - 24.04.2021 06:45","11346","10195"
"24.04.2021 06:45 - 24.04.2021 07:00","11365","10219"
"24.04.2021 07:00 - 24.04.2021 07:15","11391","10200"
"24.04.2021 07:15 - 24.04.2021 07:30","11447","10172"
"24.04.2021 07:30 - 24.04.2021 07:45","11444","10137"
"24.04.2021 07:45 - 24.04.2021 08:00","11456","10131"
"24.04.2021 08:00 - 24.04.2021 08:15","11445","10120"
"24.04.2021 08:15 - 24.04.2021 08:30","11394","10116"
"24.04.2021 08:30 - 24.04.2021 08:45","11348","10112"
"24.04.2021 08:45 - 24.04.2021 09:00","11289","10055"
"24.04.2021 09:00 - 24.04.2021 09:15","11171","9986"
"24.04.2021 09:15 - 24.04.2021 09:30","10985","9894"
"24.04.2021 09:30 - 24.04.2021 09:45","10800","9780"
"24.04.2021 09:45 - 24.04.2021 10:00","10613","9653"
"24.04.2021 10:00 - 24.04.2021 10:15","10384","9529"
"24.04.2021 10:15 - 24.04.2021 10:30","10130","9375"
"24.04.2021 10:30 - 24.04.2021 10:45","9884","9194"
"24.04.2021 10:45 - 24.04.2021 11:00","9675","8953"
"24.04.2021 11:00 - 24.04.2021 11:15","9504","8860"
"24.04.2021 11:15 - 24.04.2021 11:30","9311","8697"
"24.04.2021 11:30 - 24.04.2021 11:45","9130","8531"
"24.04.2021 11:45 - 24.04.2021 12:00","9037","8461"
"24.04.2021 12:00 - 24.04.2021 12:15","8980","8391"
"24.04.2021 12:15 - 24.04.2021 12:30","8942","8325"
"24.04.2021 12:30 - 24.04.2021 12:45","8859","8239"
"24.04.2021 12:45 - 24.04.2021 13:00","8715","8201"
"24.04.2021 13:00 - 24.04.2021 13:15","8636","8157"
"24.04.2021 13:15 - 24.04.2021 13:30","8626","8161"
"24.04.2021 13:30 - 24.04.2021 13:45","8614","8185"
"24.04.2021 13:45 - 24.04.2021 14:00","8610","8254"
"24.04.2021 14:00 - 24.04.2021 14:15","8627","8224"
"24.04.2021 14:15 - 24.04.2021 14:30","8659","8165"
"24.04.2021 14:30 - 24.04.2021 14:45","8696","8150"
"24.04.2021 14:45 - 24.04.2021 15:00","8743","8168"
"24.04.2021 15:00 - 24.04.2021 15:15","8843","8182"
"24.04.2021 15:15 - 24.04.2021 15:30","9001","8236"
"24.04.2021 15:30 - 24.04.2021 15:45","9142","8324"
"24.04.2021 15:45 - 24.04.2021 16:00","9276","8440"
"24.04.2021 16:00 - 24.04.2021 16:15","9401","8549"
"24.04.2021 16:15 - 24.04.2021 16:30","9549","8621"
"24.04.2021 16:30 - 24.04.2021 16:45","9770","8784"
"24.04.2021 16:45 - 24.04.2021 17:00","10033","9004"
"24.04.2021 17:00 - 24.04.2021 17:15","10306","9230"
"24.04.2021 17:15 - 24.04.2021 17:30","10596","9557"
"24.04.2021 17:30 - 24.04.2021 17:45","10947","9898"
"24.04.2021 17:45 - 24.04.2021 18:00","11179","10269"
"24.04.2021 18:00 - 24.04.2021 18:15","11349","10466"
"24.04.2021 18:15 - 24.04.2021 18:30","11465","10597"
"24.04.2021 18:30 - 24.04.2021 18:45","11568","10782"
"24.04.2021 18:45 - 24.04.2021 19:00","11651","10980"
"24.04.2021 19:00 - 24.04.2021 19:15","11743","11097"
"24.04.2021 19:15 - 24.04.2021 19:30","11838","11253"
"24.04.2021 19:30 - 24.04.2021 19:45","11950","11344"
"24.04.2021 19:45 - 24.04.2021 20:00","12043","11543"
"24.04.2021 20:00 - 24.04.2021 20:15","12115","11588"
"24.04.2021 20:15 - 24.04.2021 20:30","12125","11724"
"24.04.2021 20:30 - 24.04.2021 20:45","12221","11760"
"24.04.2021 20:45 - 24.04.2021 21:00","12254","11817"
"24.04.2021 21:00 - 24.04.2021 21:15","12218","11803"
"24.04.2021 21:15 - 24.04.2021 21:30","12165","11874"
"24.04.2021 21:30 - 24.04.2021 21:45","12116","11861"
"24.04.2021 21:45 - 24.04.2021 22:00","12043","11780"
"24.04.2021 22:00 - 24.04.2021 22:15","11996","11722"
"24.04.2021 22:15 - 24.04.2021 22:30","11949","11615"
"24.04.2021 22:30 - 24.04.2021 22:45","11866","11447"
"24.04.2021 22:45 - 24.04.2021 23:00","11739","11276"
"24.04.2021 23:00 - 24.04.2021 23:15","11632","11103"
"24.04.2021 23:15 - 24.04.2021 23:30","11590","10990"
"24.04.2021 23:30 - 24.04.2021 23:45","11500","10813"
"24.04.2021 23:45 - 25.04.2021 00:00","11351","10614"
"25.04.2021 00:00 - 25.04.2021 00:15","11212","10461"
"25.04.2021 00:15 - 25.04.2021 00:30","11175","10350"
"25.04.2021 00:30 - 25.04.2021 00:45","11079","10227"
"25.04.2021 00:45 - 25.04.2021 01:00","10966","10032"
"25.04.2021 01:00 - 25.04.2021 01:15","10861","9941"
"25.04.2021 01:15 - 25.04.2021 01:30","10799","9835"
"25.04.2021 01:30 - 25.04.2021 01:45","10746","9758"
"25.04.2021 01:45 - 25.04.2021 02:00","10697","9695"
"25.04.2021 02:00 - 25.04.2021 02:15","10652","9646"
"25.04.2021 02:15 - 25.04.2021 02:30","10640","9589"
"25.04.2021 02:30 - 25.04.2021 02:45","10632","9570"
"25.04.2021 02:45 - 25.04.2021 03:00","10597","9487"
"25.04.2021 03:00 - 25.04.2021 03:15","10595","9501"
"25.04.2021 03:15 - 25.04.2021 03:30","10615","9472"
"25.04.2021 03:30 - 25.04.2021 03:45","10615","9430"
"25.04.2021 03:45 - 25.04.2021 04:00","10591","9427"
"25.04.2021 04:00 - 25.04.2021 04:15","10581","9469"
"25.04.2021 04:15 - 25.04.2021 04:30","10612","9463"
"25.04.2021 04:30 - 25.04.2021 04:45","10647","9468"
"25.04.2021 04:45 - 25.04.2021 05:00","10633","9483"
"25.04.2021 05:00 - 25.04.2021 05:15","10629","9462"
"25.04.2021 05:15 - 25.04.2021 05:30","10668","9480"
"25.04.2021 05:30 - 25.04.2021 05:45","10684","9491"
"25.04.2021 05:45 - 25.04.2021 06:00","10680","9559"
"25.04.2021 06:00 - 25.04.2021 06:15","10719","9572"
"25.04.2021 06:15 - 25.04.2021 06:30","10802","9543"
"25.04.2021 06:30 - 25.04.2021 06:45","10803","9570"
"25.04.2021 06:45 - 25.04.2021 07:00","10775","9557"
"25.04.2021 07:00 - 25.04.2021 07:15","10745","9573"
"25.04.2021 07:15 - 25.04.2021 07:30","10772","9579"
"25.04.2021 07:30 - 25.04.2021 07:45","10802","9618"
"25.04.2021 07:45 - 25.04.2021 08:00","10812","9708"
"25.04.2021 08:00 - 25.04.2021 08:15","10828","9741"
"25.04.2021 08:15 - 25.04.2021 08:30","10850","9844"
"25.04.2021 08:30 - 25.04.2021 08:45","10873","9968"
"25.04.2021 08:45 - 25.04.2021 09:00","10857","10064"
"25.04.2021 09:00 - 25.04.2021 09:15","10813","10189"
"25.04.2021 09:15 - 25.04.2021 09:30","10757","10243"
"25.04.2021 09:30 - 25.04.2021 09:45","10722","10215"
"25.04.2021 09:45 - 25.04.2021 10:00","10619","10265"
"25.04.2021 10:00 - 25.04.2021 10:15","10489","10221"
"25.04.2021 10:15 - 25.04.2021 10:30","10328","10123"
"25.04.2021 10:30 - 25.04.2021 10:45","10183","10013"
"25.04.2021 10:45 - 25.04.2021 11:00","10037","9862"
"25.04.2021 11:00 - 25.04.2021 11:15","9920","9749"
"25.04.2021 11:15 - 25.04.2021 11:30","9769","9569"
"25.04.2021 11:30 - 25.04.2021 11:45","9604","9470"
"25.04.2021 11:45 - 25.04.2021 12:00","9459","9391"
"25.04.2021 12:00 - 25.04.2021 12:15","9338","9343"
"25.04.2021 12:15 - 25.04.2021 12:30","9190","9256"
"25.04.2021 12:30 - 25.04.2021 12:45","9040","9088"
"25.04.2021 12:45 - 25.04.2021 13:00","8903","8933"
"25.04.2021 13:00 - 25.04.2021 13:15","8783","8772"
"25.04.2021 13:15 - 25.04.2021 13:30","8651","8617"
"25.04.2021 13:30 - 25.04.2021 13:45","8509","8429"
"25.04.2021 13:45 - 25.04.2021 14:00","8381","8310"
"25.04.2021 14:00 - 25.04.2021 14:15","8240","8149"
"25.04.2021 14:15 - 25.04.2021 14:30","8158","8044"
"25.04.2021 14:30 - 25.04.2021 14:45","8071","7959"
"25.04.2021 14:45 - 25.04.2021 15:00","8029","7917"
"25.04.2021 15:00 - 25.04.2021 15:15","8017","7835"
"25.04.2021 15:15 - 25.04.2021 15:30","7975","7820"
"25.04.2021 15:30 - 25.04.2021 15:45","7982","7802"
"25.04.2021 15:45 - 25.04.2021 16:00","8023","7856"
"25.04.2021 16:00 - 25.04.2021 16:15","8110","8037"
"25.04.2021 16:15 - 25.04.2021 16:30","8286","8096"
"25.04.2021 16:30 - 25.04.2021 16:45","8508","8329"
"25.04.2021 16:45 - 25.04.2021 17:00","8748","8574"
"25.04.2021 17:00 - 25.04.2021 17:15","9085","8988"
"25.04.2021 17:15 - 25.04.2021 17:30","9536","9347"
"25.04.2021 17:30 - 25.04.2021 17:45","10017","9706"
"25.04.2021 17:45 - 25.04.2021 18:00","10408","10075"
"25.04.2021 18:00 - 25.04.2021 18:15","10638","10269"
"25.04.2021 18:15 - 25.04.2021 18:30","10802","10408"
"25.04.2021 18:30 - 25.04.2021 18:45","10949","10511"
"25.04.2021 18:45 - 25.04.2021 19:00","11119","10712"
"25.04.2021 19:00 - 25.04.2021 19:15","11312","10840"
"25.04.2021 19:15 - 25.04.2021 19:30","11477","10992"
"25.04.2021 19:30 - 25.04.2021 19:45","11662","11168"
"25.04.2021 19:45 - 25.04.2021 20:00","11840","11363"
"25.04.2021 20:00 - 25.04.2021 20:15","12019","11572"
"25.04.2021 20:15 - 25.04.2021 20:30","12141","11696"
"25.04.2021 20:30 - 25.04.2021 20:45","12268","11791"
"25.04.2021 20:45 - 25.04.2021 21:00","12359","11790"
"25.04.2021 21:00 - 25.04.2021 21:15","12400","11854"
"25.04.2021 21:15 - 25.04.2021 21:30","12394","11934"
"25.04.2021 21:30 - 25.04.2021 21:45","12344","11853"
"25.04.2021 21:45 - 25.04.2021 22:00","12260","11800"
"25.04.2021 22:00 - 25.04.2021 22:15","12211","11706"
"25.04.2021 22:15 - 25.04.2021 22:30","12145","11557"
"25.04.2021 22:30 - 25.04.2021 22:45","12001","11420"
"25.04.2021 22:45 - 25.04.2021 23:00","11846","11271"
"25.04.2021 23:00 - 25.04.2021 23:15","11722","11028"
"25.04.2021 23:15 - 25.04.2021 23:30","11666","10901"
"25.04.2021 23:30 - 25.04.2021 23:45","11565","10676"
"25.04.2021 23:45 - 26.04.2021 00:00","11394","10537"
"26.04.2021 00:00 - 26.04.2021 00:15","11296","10432"
"26.04.2021 00:15 - 26.04.2021 00:30","11300","10262"
"26.04.2021 00:30 - 26.04.2021 00:45","11238","10160"
"26.04.2021 00:45 - 26.04.2021 01:00","11132","10024"
"26.04.2021 01:00 - 26.04.2021 01:15","11018","9932"
"26.04.2021 01:15 - 26.04.2021 01:30","10922","9834"
"26.04.2021 01:30 - 26.04.2021 01:45","10865","9744"
"26.04.2021 01:45 - 26.04.2021 02:00","10830","9705"
"26.04.2021 02:00 - 26.04.2021 02:15","10806","9664"
"26.04.2021 02:15 - 26.04.2021 02:30","10804","9614"
"26.04.2021 02:30 - 26.04.2021 02:45","10790","9599"
"26.04.2021 02:45 - 26.04.2021 03:00","10777","9603"
"26.04.2021 03:00 - 26.04.2021 03:15","10764","9631"
"26.04.2021 03:15 - 26.04.2021 03:30","10746","9616"
"26.04.2021 03:30 - 26.04.2021 03:45","10760","9632"
"26.04.2021 03:45 - 26.04.2021 04:00","10755","9642"
"26.04.2021 04:00 - 26.04.2021 04:15","10774","9674"
"26.04.2021 04:15 - 26.04.2021 04:30","10821","9705"
"26.04.2021 04:30 - 26.04.2021 04:45","10843","9737"
"26.04.2021 04:45 - 26.04.2021 05:00","10862","9759"
"26.04.2021 05:00 - 26.04.2021 05:15","10921","9921"
"26.04.2021 05:15 - 26.04.2021 05:30","11060","10057"
"26.04.2021 05:30 - 26.04.2021 05:45","11179","10142"
"26.04.2021 05:45 - 26.04.2021 06:00","11294","10349"
"26.04.2021 06:00 - 26.04.2021 06:15","11468","10576"
"26.04.2021 06:15 - 26.04.2021 06:30","11740","10741"
