"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"30.03.2021 03:00 - 30.03.2021 03:15","45513","48161"
"30.03.2021 03:15 - 30.03.2021 03:30","45717","48307"
"30.03.2021 03:30 - 30.03.2021 03:45","45673","48342"
"30.03.2021 03:45 - 30.03.2021 04:00","45893","48396"
"30.03.2021 04:00 - 30.03.2021 04:15","46219","48911"
"30.03.2021 04:15 - 30.03.2021 04:30","46717","49213"
"30.03.2021 04:30 - 30.03.2021 04:45","47204","49944"
"30.03.2021 04:45 - 30.03.2021 05:00","47798","50625"
"30.03.2021 05:00 - 30.03.2021 05:15","49078","52037"
"30.03.2021 05:15 - 30.03.2021 05:30","49737","52685"
"30.03.2021 05:30 - 30.03.2021 05:45","50525","53219"
"30.03.2021 05:45 - 30.03.2021 06:00","52053","54474"
"30.03.2021 06:00 - 30.03.2021 06:15","54383","57601"
"30.03.2021 06:15 - 30.03.2021 06:30","55918","59170"
"30.03.2021 06:30 - 30.03.2021 06:45","57121","60425"
"30.03.2021 06:45 - 30.03.2021 07:00","58213","61384"
"30.03.2021 07:00 - 30.03.2021 07:15","59836","63082"
"30.03.2021 07:15 - 30.03.2021 07:30","60469","63895"
"30.03.2021 07:30 - 30.03.2021 07:45","61216","64618"
"30.03.2021 07:45 - 30.03.2021 08:00","61802","65396"
"30.03.2021 08:00 - 30.03.2021 08:15","62546","66303"
"30.03.2021 08:15 - 30.03.2021 08:30","62798","67061"
"30.03.2021 08:30 - 30.03.2021 08:45","63218","67356"
"30.03.2021 08:45 - 30.03.2021 09:00","63638","67711"
"30.03.2021 09:00 - 30.03.2021 09:15","63141","67309"
"30.03.2021 09:15 - 30.03.2021 09:30","63564","67594"
"30.03.2021 09:30 - 30.03.2021 09:45","64067","67853"
"30.03.2021 09:45 - 30.03.2021 10:00","64343","67959"
"30.03.2021 10:00 - 30.03.2021 10:15","64471","67383"
"30.03.2021 10:15 - 30.03.2021 10:30","64907","67208"
"30.03.2021 10:30 - 30.03.2021 10:45","64904","67506"
"30.03.2021 10:45 - 30.03.2021 11:00","65309","67661"
"30.03.2021 11:00 - 30.03.2021 11:15","65743","67759"
"30.03.2021 11:15 - 30.03.2021 11:30","66269","67814"
"30.03.2021 11:30 - 30.03.2021 11:45","66489","68304"
"30.03.2021 11:45 - 30.03.2021 12:00","66756","68253"
"30.03.2021 12:00 - 30.03.2021 12:15","66350","67409"
"30.03.2021 12:15 - 30.03.2021 12:30","66280","67718"
"30.03.2021 12:30 - 30.03.2021 12:45","66216","67851"
"30.03.2021 12:45 - 30.03.2021 13:00","66468","67830"
"30.03.2021 13:00 - 30.03.2021 13:15","66124","66795"
"30.03.2021 13:15 - 30.03.2021 13:30","65684","66373"
"30.03.2021 13:30 - 30.03.2021 13:45","64916","65811"
"30.03.2021 13:45 - 30.03.2021 14:00","64479","65210"
"30.03.2021 14:00 - 30.03.2021 14:15","64170","64574"
"30.03.2021 14:15 - 30.03.2021 14:30","64092","64377"
"30.03.2021 14:30 - 30.03.2021 14:45","64061","63962"
"30.03.2021 14:45 - 30.03.2021 15:00","63818","63689"
"30.03.2021 15:00 - 30.03.2021 15:15","63486","63730"
"30.03.2021 15:15 - 30.03.2021 15:30","63023","63415"
"30.03.2021 15:30 - 30.03.2021 15:45","62731","62745"
"30.03.2021 15:45 - 30.03.2021 16:00","62355","62686"
"30.03.2021 16:00 - 30.03.2021 16:15","61780","62609"
"30.03.2021 16:15 - 30.03.2021 16:30","61513","62261"
"30.03.2021 16:30 - 30.03.2021 16:45","61246","61434"
"30.03.2021 16:45 - 30.03.2021 17:00","60799","61302"
"30.03.2021 17:00 - 30.03.2021 17:15","60783","61726"
"30.03.2021 17:15 - 30.03.2021 17:30","60944","61655"
"30.03.2021 17:30 - 30.03.2021 17:45","61081","61559"
"30.03.2021 17:45 - 30.03.2021 18:00","61292","61817"
"30.03.2021 18:00 - 30.03.2021 18:15","61407","62157"
"30.03.2021 18:15 - 30.03.2021 18:30","61905","62215"
"30.03.2021 18:30 - 30.03.2021 18:45","62293","62259"
"30.03.2021 18:45 - 30.03.2021 19:00","62655","62559"
"30.03.2021 19:00 - 30.03.2021 19:15","63120","63026"
"30.03.2021 19:15 - 30.03.2021 19:30","62994","62909"
"30.03.2021 19:30 - 30.03.2021 19:45","63103","63078"
"30.03.2021 19:45 - 30.03.2021 20:00","62780","63429"
"30.03.2021 20:00 - 30.03.2021 20:15","61689","63355"
"30.03.2021 20:15 - 30.03.2021 20:30","60808","63496"
"30.03.2021 20:30 - 30.03.2021 20:45","59932","62959"
"30.03.2021 20:45 - 30.03.2021 21:00","59124","62090"
"30.03.2021 21:00 - 30.03.2021 21:15","58233","61034"
"30.03.2021 21:15 - 30.03.2021 21:30","57631","60127"
"30.03.2021 21:30 - 30.03.2021 21:45","56750","59063"
"30.03.2021 21:45 - 30.03.2021 22:00","56076","57984"
"30.03.2021 22:00 - 30.03.2021 22:15","55976","57562"
"30.03.2021 22:15 - 30.03.2021 22:30","55213","56635"
"30.03.2021 22:30 - 30.03.2021 22:45","54537","55620"
"30.03.2021 22:45 - 30.03.2021 23:00","53701","54608"
"30.03.2021 23:00 - 30.03.2021 23:15","52560","53371"
"30.03.2021 23:15 - 30.03.2021 23:30","51765","52631"
"30.03.2021 23:30 - 30.03.2021 23:45","50999","51644"
"30.03.2021 23:45 - 31.03.2021 00:00","50364","51146"
"31.03.2021 00:00 - 31.03.2021 00:15","49174","50170"
"31.03.2021 00:15 - 31.03.2021 00:30","48395","49481"
"31.03.2021 00:30 - 31.03.2021 00:45","48106","49180"
"31.03.2021 00:45 - 31.03.2021 01:00","47711","48356"
"31.03.2021 01:00 - 31.03.2021 01:15","46942","47766"
"31.03.2021 01:15 - 31.03.2021 01:30","46373","47180"
"31.03.2021 01:30 - 31.03.2021 01:45","46314","46803"
"31.03.2021 01:45 - 31.03.2021 02:00","46047","46413"
"31.03.2021 02:00 - 31.03.2021 02:15","45802","45603"
"31.03.2021 02:15 - 31.03.2021 02:30","45931","45622"
"31.03.2021 02:30 - 31.03.2021 02:45","45966","45532"
"31.03.2021 02:45 - 31.03.2021 03:00","45979","45575"
"31.03.2021 03:00 - 31.03.2021 03:15","45872","45718"
"31.03.2021 03:15 - 31.03.2021 03:30","46122","45983"
"31.03.2021 03:30 - 31.03.2021 03:45","46076","46086"
"31.03.2021 03:45 - 31.03.2021 04:00","46362","46169"
"31.03.2021 04:00 - 31.03.2021 04:15","46732","46714"
"31.03.2021 04:15 - 31.03.2021 04:30","47286","47296"
"31.03.2021 04:30 - 31.03.2021 04:45","47405","47604"
"31.03.2021 04:45 - 31.03.2021 05:00","48118","48348"
"31.03.2021 05:00 - 31.03.2021 05:15","49073","49873"
"31.03.2021 05:15 - 31.03.2021 05:30","49725","50677"
"31.03.2021 05:30 - 31.03.2021 05:45","50424","51749"
"31.03.2021 05:45 - 31.03.2021 06:00","51786","53147"
"31.03.2021 06:00 - 31.03.2021 06:15","54310","55942"
"31.03.2021 06:15 - 31.03.2021 06:30","55729","57414"
"31.03.2021 06:30 - 31.03.2021 06:45","57023","58576"
"31.03.2021 06:45 - 31.03.2021 07:00","57688","59560"
"31.03.2021 07:00 - 31.03.2021 07:15","59111","61055"
"31.03.2021 07:15 - 31.03.2021 07:30","60443","61869"
"31.03.2021 07:30 - 31.03.2021 07:45","61204","62729"
"31.03.2021 07:45 - 31.03.2021 08:00","61865","63578"
"31.03.2021 08:00 - 31.03.2021 08:15","62390","64374"
"31.03.2021 08:15 - 31.03.2021 08:30","62644","64920"
"31.03.2021 08:30 - 31.03.2021 08:45","62833","65358"
"31.03.2021 08:45 - 31.03.2021 09:00","63272","65874"
"31.03.2021 09:00 - 31.03.2021 09:15","62754","65382"
"31.03.2021 09:15 - 31.03.2021 09:30","63539","65713"
"31.03.2021 09:30 - 31.03.2021 09:45","63882","66235"
"31.03.2021 09:45 - 31.03.2021 10:00","64025","66558"
"31.03.2021 10:00 - 31.03.2021 10:15","63757","66423"
"31.03.2021 10:15 - 31.03.2021 10:30","64104","66557"
"31.03.2021 10:30 - 31.03.2021 10:45","64425","66513"
"31.03.2021 10:45 - 31.03.2021 11:00","64622","66745"
"31.03.2021 11:00 - 31.03.2021 11:15","65173","66684"
"31.03.2021 11:15 - 31.03.2021 11:30","65761","66888"
"31.03.2021 11:30 - 31.03.2021 11:45","65895","67306"
"31.03.2021 11:45 - 31.03.2021 12:00","66314","67008"
"31.03.2021 12:00 - 31.03.2021 12:15","65842","66457"
"31.03.2021 12:15 - 31.03.2021 12:30","65821","66380"
"31.03.2021 12:30 - 31.03.2021 12:45","65680","66302"
"31.03.2021 12:45 - 31.03.2021 13:00","65738","65957"
"31.03.2021 13:00 - 31.03.2021 13:15","65437","65704"
"31.03.2021 13:15 - 31.03.2021 13:30","65070","65242"
"31.03.2021 13:30 - 31.03.2021 13:45","64173","64625"
"31.03.2021 13:45 - 31.03.2021 14:00","63651","63732"
"31.03.2021 14:00 - 31.03.2021 14:15","63403","63376"
"31.03.2021 14:15 - 31.03.2021 14:30","63212","63198"
"31.03.2021 14:30 - 31.03.2021 14:45","62871","62987"
"31.03.2021 14:45 - 31.03.2021 15:00","63086","62508"
"31.03.2021 15:00 - 31.03.2021 15:15","62634","62253"
"31.03.2021 15:15 - 31.03.2021 15:30","62146","61984"
"31.03.2021 15:30 - 31.03.2021 15:45","61892","61339"
"31.03.2021 15:45 - 31.03.2021 16:00","61420","60885"
"31.03.2021 16:00 - 31.03.2021 16:15","61143","60499"
"31.03.2021 16:15 - 31.03.2021 16:30","60439","60012"
"31.03.2021 16:30 - 31.03.2021 16:45","60274","60103"
"31.03.2021 16:45 - 31.03.2021 17:00","59804","59881"
"31.03.2021 17:00 - 31.03.2021 17:15","59958","60012"
"31.03.2021 17:15 - 31.03.2021 17:30","60128","59969"
"31.03.2021 17:30 - 31.03.2021 17:45","60247","59915"
"31.03.2021 17:45 - 31.03.2021 18:00","60381","60165"
"31.03.2021 18:00 - 31.03.2021 18:15","60710","60222"
"31.03.2021 18:15 - 31.03.2021 18:30","61382","60082"
"31.03.2021 18:30 - 31.03.2021 18:45","61487","60423"
"31.03.2021 18:45 - 31.03.2021 19:00","61680","60680"
"31.03.2021 19:00 - 31.03.2021 19:15","62301","61132"
"31.03.2021 19:15 - 31.03.2021 19:30","62241","61338"
"31.03.2021 19:30 - 31.03.2021 19:45","62598","61591"
"31.03.2021 19:45 - 31.03.2021 20:00","62494","61804"
"31.03.2021 20:00 - 31.03.2021 20:15","61895","62131"
"31.03.2021 20:15 - 31.03.2021 20:30","60931","62399"
"31.03.2021 20:30 - 31.03.2021 20:45","60142","61912"
"31.03.2021 20:45 - 31.03.2021 21:00","59433","61263"
"31.03.2021 21:00 - 31.03.2021 21:15","58550","60079"
"31.03.2021 21:15 - 31.03.2021 21:30","57961","59189"
"31.03.2021 21:30 - 31.03.2021 21:45","56844","58373"
"31.03.2021 21:45 - 31.03.2021 22:00","56435","57211"
"31.03.2021 22:00 - 31.03.2021 22:15","56118","56434"
"31.03.2021 22:15 - 31.03.2021 22:30","55450","55669"
"31.03.2021 22:30 - 31.03.2021 22:45","54852","54683"
"31.03.2021 22:45 - 31.03.2021 23:00","53872","53839"
"31.03.2021 23:00 - 31.03.2021 23:15","52761","52421"
"31.03.2021 23:15 - 31.03.2021 23:30","51888","51135"
"31.03.2021 23:30 - 31.03.2021 23:45","51040","50551"
"31.03.2021 23:45 - 01.04.2021 00:00","50443","49846"
"01.04.2021 00:00 - 01.04.2021 00:15","47714","48479"
"01.04.2021 00:15 - 01.04.2021 00:30","46986","47800"
"01.04.2021 00:30 - 01.04.2021 00:45","46610","47254"
"01.04.2021 00:45 - 01.04.2021 01:00","46251","46702"
"01.04.2021 01:00 - 01.04.2021 01:15","45744","45655"
"01.04.2021 01:15 - 01.04.2021 01:30","45208","45328"
"01.04.2021 01:30 - 01.04.2021 01:45","44893","45077"
"01.04.2021 01:45 - 01.04.2021 02:00","44749","44996"
"01.04.2021 02:00 - 01.04.2021 02:15","44622","44401"
"01.04.2021 02:15 - 01.04.2021 02:30","44570","44484"
"01.04.2021 02:30 - 01.04.2021 02:45","44649","44432"
"01.04.2021 02:45 - 01.04.2021 03:00","44770","44659"
"01.04.2021 03:00 - 01.04.2021 03:15","44564","44406"
"01.04.2021 03:15 - 01.04.2021 03:30","44744","44538"
"01.04.2021 03:30 - 01.04.2021 03:45","44817","44816"
"01.04.2021 03:45 - 01.04.2021 04:00","45050","45086"
"01.04.2021 04:00 - 01.04.2021 04:15","45227","45533"
"01.04.2021 04:15 - 01.04.2021 04:30","45833","46275"
"01.04.2021 04:30 - 01.04.2021 04:45","46090","46790"
"01.04.2021 04:45 - 01.04.2021 05:00","46838","47225"
"01.04.2021 05:00 - 01.04.2021 05:15","47643","48370"
"01.04.2021 05:15 - 01.04.2021 05:30","48295","48778"
"01.04.2021 05:30 - 01.04.2021 05:45","48983","49811"
"01.04.2021 05:45 - 01.04.2021 06:00","50068","51458"
"01.04.2021 06:00 - 01.04.2021 06:15","52592","54298"
"01.04.2021 06:15 - 01.04.2021 06:30","54022","55435"
"01.04.2021 06:30 - 01.04.2021 06:45","54951","56758"
"01.04.2021 06:45 - 01.04.2021 07:00","56048","57717"
"01.04.2021 07:00 - 01.04.2021 07:15","57657","59318"
"01.04.2021 07:15 - 01.04.2021 07:30","58852","60228"
"01.04.2021 07:30 - 01.04.2021 07:45","59577","61006"
"01.04.2021 07:45 - 01.04.2021 08:00","60104","62052"
"01.04.2021 08:00 - 01.04.2021 08:15","60930","62915"
"01.04.2021 08:15 - 01.04.2021 08:30","61373","63547"
"01.04.2021 08:30 - 01.04.2021 08:45","61841","64163"
"01.04.2021 08:45 - 01.04.2021 09:00","62358","64471"
"01.04.2021 09:00 - 01.04.2021 09:15","61832","64154"
"01.04.2021 09:15 - 01.04.2021 09:30","62206","64497"
"01.04.2021 09:30 - 01.04.2021 09:45","62749","64899"
"01.04.2021 09:45 - 01.04.2021 10:00","62897","65612"
"01.04.2021 10:00 - 01.04.2021 10:15","62691","65690"
"01.04.2021 10:15 - 01.04.2021 10:30","63122","65954"
"01.04.2021 10:30 - 01.04.2021 10:45","63318","66220"
"01.04.2021 10:45 - 01.04.2021 11:00","63629","66255"
"01.04.2021 11:00 - 01.04.2021 11:15","64219","66660"
"01.04.2021 11:15 - 01.04.2021 11:30","64665","66938"
"01.04.2021 11:30 - 01.04.2021 11:45","64796","67354"
"01.04.2021 11:45 - 01.04.2021 12:00","65254","67197"
"01.04.2021 12:00 - 01.04.2021 12:15","64978","66609"
"01.04.2021 12:15 - 01.04.2021 12:30","64709","66521"
"01.04.2021 12:30 - 01.04.2021 12:45","64529","66718"
"01.04.2021 12:45 - 01.04.2021 13:00","64813","66175"
"01.04.2021 13:00 - 01.04.2021 13:15","64218","65800"
"01.04.2021 13:15 - 01.04.2021 13:30","63843","65284"
"01.04.2021 13:30 - 01.04.2021 13:45","63090","64766"
"01.04.2021 13:45 - 01.04.2021 14:00","62398","64520"
"01.04.2021 14:00 - 01.04.2021 14:15","62171","64181"
"01.04.2021 14:15 - 01.04.2021 14:30","61844","63974"
"01.04.2021 14:30 - 01.04.2021 14:45","61901","63760"
"01.04.2021 14:45 - 01.04.2021 15:00","61960","63039"
"01.04.2021 15:00 - 01.04.2021 15:15","61595","62909"
"01.04.2021 15:15 - 01.04.2021 15:30","61113","62781"
"01.04.2021 15:30 - 01.04.2021 15:45","60833","61931"
"01.04.2021 15:45 - 01.04.2021 16:00","60434","61605"
"01.04.2021 16:00 - 01.04.2021 16:15","60368","61799"
"01.04.2021 16:15 - 01.04.2021 16:30","59764","61529"
"01.04.2021 16:30 - 01.04.2021 16:45","59492","60981"
"01.04.2021 16:45 - 01.04.2021 17:00","59265","60980"
"01.04.2021 17:00 - 01.04.2021 17:15","59444","61238"
"01.04.2021 17:15 - 01.04.2021 17:30","59388","61407"
"01.04.2021 17:30 - 01.04.2021 17:45","59462","61415"
"01.04.2021 17:45 - 01.04.2021 18:00","59688","61038"
"01.04.2021 18:00 - 01.04.2021 18:15","59774","61143"
"01.04.2021 18:15 - 01.04.2021 18:30","60119","61106"
"01.04.2021 18:30 - 01.04.2021 18:45","60206","61116"
"01.04.2021 18:45 - 01.04.2021 19:00","60350","61414"
"01.04.2021 19:00 - 01.04.2021 19:15","60709","61456"
"01.04.2021 19:15 - 01.04.2021 19:30","60766","61048"
"01.04.2021 19:30 - 01.04.2021 19:45","60932","61038"
"01.04.2021 19:45 - 01.04.2021 20:00","60937","60962"
"01.04.2021 20:00 - 01.04.2021 20:15","60181","60935"
"01.04.2021 20:15 - 01.04.2021 20:30","59386","60620"
"01.04.2021 20:30 - 01.04.2021 20:45","58560","60285"
"01.04.2021 20:45 - 01.04.2021 21:00","58072","59592"
"01.04.2021 21:00 - 01.04.2021 21:15","57088","58506"
"01.04.2021 21:15 - 01.04.2021 21:30","56327","57580"
"01.04.2021 21:30 - 01.04.2021 21:45","55325","56315"
"01.04.2021 21:45 - 01.04.2021 22:00","54865","55408"
"01.04.2021 22:00 - 01.04.2021 22:15","54736","54782"
"01.04.2021 22:15 - 01.04.2021 22:30","54016","53818"
"01.04.2021 22:30 - 01.04.2021 22:45","53245","52711"
"01.04.2021 22:45 - 01.04.2021 23:00","52185","51775"
"01.04.2021 23:00 - 01.04.2021 23:15","51152","50566"
"01.04.2021 23:15 - 01.04.2021 23:30","49991","49608"
"01.04.2021 23:30 - 01.04.2021 23:45","49236","48788"
"01.04.2021 23:45 - 02.04.2021 00:00","48655","47894"
"02.04.2021 00:00 - 02.04.2021 00:15","42701","46698"
"02.04.2021 00:15 - 02.04.2021 00:30","42417","45759"
"02.04.2021 00:30 - 02.04.2021 00:45","42030","45441"
"02.04.2021 00:45 - 02.04.2021 01:00","41702","44869"
"02.04.2021 01:00 - 02.04.2021 01:15","41194","44367"
"02.04.2021 01:15 - 02.04.2021 01:30","40621","43609"
"02.04.2021 01:30 - 02.04.2021 01:45","40346","43476"
"02.04.2021 01:45 - 02.04.2021 02:00","39840","43261"
"02.04.2021 02:00 - 02.04.2021 02:15","39772","42541"
"02.04.2021 02:15 - 02.04.2021 02:30","39900","42502"
"02.04.2021 02:30 - 02.04.2021 02:45","39710","42311"
"02.04.2021 02:45 - 02.04.2021 03:00","39797","42275"
"02.04.2021 03:00 - 02.04.2021 03:15","39539","42026"
"02.04.2021 03:15 - 02.04.2021 03:30","39643","42092"
"02.04.2021 03:30 - 02.04.2021 03:45","39714","42178"
"02.04.2021 03:45 - 02.04.2021 04:00","39753","42154"
"02.04.2021 04:00 - 02.04.2021 04:15","39657","42436"
"02.04.2021 04:15 - 02.04.2021 04:30","39826","42333"
"02.04.2021 04:30 - 02.04.2021 04:45","39605","42439"
"02.04.2021 04:45 - 02.04.2021 05:00","40162","42234"
"02.04.2021 05:00 - 02.04.2021 05:15","40411","41998"
"02.04.2021 05:15 - 02.04.2021 05:30","39877","41947"
"02.04.2021 05:30 - 02.04.2021 05:45","39943","41796"
"02.04.2021 05:45 - 02.04.2021 06:00","39628","41501"
"02.04.2021 06:00 - 02.04.2021 06:15","39731","41874"
"02.04.2021 06:15 - 02.04.2021 06:30","40081","42109"
"02.04.2021 06:30 - 02.04.2021 06:45","40066","42065"
"02.04.2021 06:45 - 02.04.2021 07:00","40253","41938"
"02.04.2021 07:00 - 02.04.2021 07:15","40684","42365"
"02.04.2021 07:15 - 02.04.2021 07:30","41365","42874"
"02.04.2021 07:30 - 02.04.2021 07:45","41582","43679"
"02.04.2021 07:45 - 02.04.2021 08:00","41850","44430"
"02.04.2021 08:00 - 02.04.2021 08:15","42744","45547"
"02.04.2021 08:15 - 02.04.2021 08:30","43245","46268"
"02.04.2021 08:30 - 02.04.2021 08:45","43987","47366"
"02.04.2021 08:45 - 02.04.2021 09:00","44990","48241"
"02.04.2021 09:00 - 02.04.2021 09:15","45225","49115"
"02.04.2021 09:15 - 02.04.2021 09:30","46198","50160"
"02.04.2021 09:30 - 02.04.2021 09:45","46936","50951"
"02.04.2021 09:45 - 02.04.2021 10:00","47356","51880"
"02.04.2021 10:00 - 02.04.2021 10:15","47778","52653"
"02.04.2021 10:15 - 02.04.2021 10:30","48667","53408"
"02.04.2021 10:30 - 02.04.2021 10:45","48845","53974"
"02.04.2021 10:45 - 02.04.2021 11:00","49667","54515"
"02.04.2021 11:00 - 02.04.2021 11:15","50416","54528"
"02.04.2021 11:15 - 02.04.2021 11:30","50879","55472"
"02.04.2021 11:30 - 02.04.2021 11:45","51205","55919"
"02.04.2021 11:45 - 02.04.2021 12:00","51521","56078"
"02.04.2021 12:00 - 02.04.2021 12:15","51366","55754"
"02.04.2021 12:15 - 02.04.2021 12:30","51292","55605"
"02.04.2021 12:30 - 02.04.2021 12:45","50856","55872"
"02.04.2021 12:45 - 02.04.2021 13:00","50984","55264"
"02.04.2021 13:00 - 02.04.2021 13:15","49811","55074"
"02.04.2021 13:15 - 02.04.2021 13:30","49301","54085"
"02.04.2021 13:30 - 02.04.2021 13:45","48599","53329"
"02.04.2021 13:45 - 02.04.2021 14:00","48109","52642"
"02.04.2021 14:00 - 02.04.2021 14:15","47531","52325"
"02.04.2021 14:15 - 02.04.2021 14:30","47077","51867"
"02.04.2021 14:30 - 02.04.2021 14:45","46979","51711"
"02.04.2021 14:45 - 02.04.2021 15:00","47112","51419"
"02.04.2021 15:00 - 02.04.2021 15:15","46718","51360"
"02.04.2021 15:15 - 02.04.2021 15:30","46432","51196"
"02.04.2021 15:30 - 02.04.2021 15:45","46542","50783"
"02.04.2021 15:45 - 02.04.2021 16:00","46596","50587"
"02.04.2021 16:00 - 02.04.2021 16:15","46582","50429"
"02.04.2021 16:15 - 02.04.2021 16:30","46303","50475"
"02.04.2021 16:30 - 02.04.2021 16:45","46243","50312"
"02.04.2021 16:45 - 02.04.2021 17:00","46305","50329"
"02.04.2021 17:00 - 02.04.2021 17:15","46625","50720"
"02.04.2021 17:15 - 02.04.2021 17:30","46885","50953"
"02.04.2021 17:30 - 02.04.2021 17:45","47153","51034"
"02.04.2021 17:45 - 02.04.2021 18:00","47588","51345"
"02.04.2021 18:00 - 02.04.2021 18:15","48477","52163"
"02.04.2021 18:15 - 02.04.2021 18:30","48858","52506"
"02.04.2021 18:30 - 02.04.2021 18:45","49420","52570"
"02.04.2021 18:45 - 02.04.2021 19:00","49574","52866"
"02.04.2021 19:00 - 02.04.2021 19:15","50179","53418"
"02.04.2021 19:15 - 02.04.2021 19:30","49727","53277"
"02.04.2021 19:30 - 02.04.2021 19:45","50222","53235"
"02.04.2021 19:45 - 02.04.2021 20:00","50072","53091"
"02.04.2021 20:00 - 02.04.2021 20:15","49547","53256"
"02.04.2021 20:15 - 02.04.2021 20:30","48971","53437"
"02.04.2021 20:30 - 02.04.2021 20:45","48982","52731"
"02.04.2021 20:45 - 02.04.2021 21:00","48822","52034"
"02.04.2021 21:00 - 02.04.2021 21:15","47937","51332"
"02.04.2021 21:15 - 02.04.2021 21:30","47724","50730"
"02.04.2021 21:30 - 02.04.2021 21:45","47419","50391"
"02.04.2021 21:45 - 02.04.2021 22:00","47425","50194"
"02.04.2021 22:00 - 02.04.2021 22:15","47350","50019"
"02.04.2021 22:15 - 02.04.2021 22:30","46762","49573"
"02.04.2021 22:30 - 02.04.2021 22:45","46610","48833"
"02.04.2021 22:45 - 02.04.2021 23:00","45733","48283"
"02.04.2021 23:00 - 02.04.2021 23:15","45291","47222"
"02.04.2021 23:15 - 02.04.2021 23:30","44538","46595"
"02.04.2021 23:30 - 02.04.2021 23:45","43896","45771"
"02.04.2021 23:45 - 03.04.2021 00:00","43264","45264"
"03.04.2021 00:00 - 03.04.2021 00:15","43716","44610"
"03.04.2021 00:15 - 03.04.2021 00:30","42858","44360"
"03.04.2021 00:30 - 03.04.2021 00:45","42401","43943"
"03.04.2021 00:45 - 03.04.2021 01:00","41992","43454"
"03.04.2021 01:00 - 03.04.2021 01:15","41440","42663"
"03.04.2021 01:15 - 03.04.2021 01:30","41103","42281"
"03.04.2021 01:30 - 03.04.2021 01:45","40787","41942"
"03.04.2021 01:45 - 03.04.2021 02:00","40436","41466"
"03.04.2021 02:00 - 03.04.2021 02:15","40323","41396"
"03.04.2021 02:15 - 03.04.2021 02:30","40239","41142"
"03.04.2021 02:30 - 03.04.2021 02:45","40152","40957"
"03.04.2021 02:45 - 03.04.2021 03:00","39976","40878"
"03.04.2021 03:00 - 03.04.2021 03:15","40182","41007"
"03.04.2021 03:15 - 03.04.2021 03:30","40207","41046"
"03.04.2021 03:30 - 03.04.2021 03:45","40219","41426"
"03.04.2021 03:45 - 03.04.2021 04:00","40209","41414"
"03.04.2021 04:00 - 03.04.2021 04:15","40468","41562"
"03.04.2021 04:15 - 03.04.2021 04:30","40465","41419"
"03.04.2021 04:30 - 03.04.2021 04:45","40694","41661"
"03.04.2021 04:45 - 03.04.2021 05:00","41042","42068"
"03.04.2021 05:00 - 03.04.2021 05:15","41779","42473"
"03.04.2021 05:15 - 03.04.2021 05:30","41929","42604"
"03.04.2021 05:30 - 03.04.2021 05:45","42167","42853"
"03.04.2021 05:45 - 03.04.2021 06:00","42988","43083"
"03.04.2021 06:00 - 03.04.2021 06:15","43707","43592"
"03.04.2021 06:15 - 03.04.2021 06:30","44237","44106"
"03.04.2021 06:30 - 03.04.2021 06:45","44557","44220"
"03.04.2021 06:45 - 03.04.2021 07:00","45679","44396"
"03.04.2021 07:00 - 03.04.2021 07:15","46463","44992"
"03.04.2021 07:15 - 03.04.2021 07:30","46292","45630"
"03.04.2021 07:30 - 03.04.2021 07:45","46763","46288"
"03.04.2021 07:45 - 03.04.2021 08:00","47609","47137"
"03.04.2021 08:00 - 03.04.2021 08:15","48612","48004"
"03.04.2021 08:15 - 03.04.2021 08:30","49502","48881"
"03.04.2021 08:30 - 03.04.2021 08:45","49784","49771"
"03.04.2021 08:45 - 03.04.2021 09:00","50600","50573"
"03.04.2021 09:00 - 03.04.2021 09:15","51493","51211"
"03.04.2021 09:15 - 03.04.2021 09:30","52308","51748"
"03.04.2021 09:30 - 03.04.2021 09:45","52851","52392"
"03.04.2021 09:45 - 03.04.2021 10:00","53785","52864"
"03.04.2021 10:00 - 03.04.2021 10:15","53708","53576"
"03.04.2021 10:15 - 03.04.2021 10:30","53862","54100"
"03.04.2021 10:30 - 03.04.2021 10:45","54534","54527"
"03.04.2021 10:45 - 03.04.2021 11:00","55311","54776"
"03.04.2021 11:00 - 03.04.2021 11:15","55593","55209"
"03.04.2021 11:15 - 03.04.2021 11:30","56078","55343"
"03.04.2021 11:30 - 03.04.2021 11:45","56084","55781"
"03.04.2021 11:45 - 03.04.2021 12:00","56172","55636"
"03.04.2021 12:00 - 03.04.2021 12:15","55638","55570"
"03.04.2021 12:15 - 03.04.2021 12:30","55693","55392"
"03.04.2021 12:30 - 03.04.2021 12:45","55434","54986"
"03.04.2021 12:45 - 03.04.2021 13:00","54991","54660"
"03.04.2021 13:00 - 03.04.2021 13:15","54063","54526"
"03.04.2021 13:15 - 03.04.2021 13:30","53929","53631"
"03.04.2021 13:30 - 03.04.2021 13:45","53491","53842"
"03.04.2021 13:45 - 03.04.2021 14:00","52664","52882"
"03.04.2021 14:00 - 03.04.2021 14:15","52237","52193"
"03.04.2021 14:15 - 03.04.2021 14:30","51709","52182"
"03.04.2021 14:30 - 03.04.2021 14:45","51317","52007"
"03.04.2021 14:45 - 03.04.2021 15:00","51393","51769"
"03.04.2021 15:00 - 03.04.2021 15:15","51072","51852"
"03.04.2021 15:15 - 03.04.2021 15:30","50629","51835"
"03.04.2021 15:30 - 03.04.2021 15:45","50760","51506"
