"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"05.09.2021 01:15 - 05.09.2021 01:30","39804","38766"
"05.09.2021 01:30 - 05.09.2021 01:45","39520","38441"
"05.09.2021 01:45 - 05.09.2021 02:00","39260","38385"
"05.09.2021 02:00 - 05.09.2021 02:15","39011","38032"
"05.09.2021 02:15 - 05.09.2021 02:30","39062","37940"
"05.09.2021 02:30 - 05.09.2021 02:45","38818","38044"
"05.09.2021 02:45 - 05.09.2021 03:00","39064","37827"
"05.09.2021 03:00 - 05.09.2021 03:15","38904","37704"
"05.09.2021 03:15 - 05.09.2021 03:30","38910","37673"
"05.09.2021 03:30 - 05.09.2021 03:45","38913","37508"
"05.09.2021 03:45 - 05.09.2021 04:00","38813","37517"
"05.09.2021 04:00 - 05.09.2021 04:15","39192","37635"
"05.09.2021 04:15 - 05.09.2021 04:30","39309","37574"
"05.09.2021 04:30 - 05.09.2021 04:45","39324","37799"
"05.09.2021 04:45 - 05.09.2021 05:00","39239","37802"
"05.09.2021 05:00 - 05.09.2021 05:15","39484","37865"
"05.09.2021 05:15 - 05.09.2021 05:30","39643","37993"
"05.09.2021 05:30 - 05.09.2021 05:45","39882","38191"
"05.09.2021 05:45 - 05.09.2021 06:00","40093","38311"
"05.09.2021 06:00 - 05.09.2021 06:15","40120","38500"
"05.09.2021 06:15 - 05.09.2021 06:30","40271","38344"
"05.09.2021 06:30 - 05.09.2021 06:45","40283","38490"
"05.09.2021 06:45 - 05.09.2021 07:00","40365","38382"
"05.09.2021 07:00 - 05.09.2021 07:15","40582","39240"
"05.09.2021 07:15 - 05.09.2021 07:30","40708","39267"
"05.09.2021 07:30 - 05.09.2021 07:45","41185","40076"
"05.09.2021 07:45 - 05.09.2021 08:00","41879","40959"
"05.09.2021 08:00 - 05.09.2021 08:15","42365","42186"
"05.09.2021 08:15 - 05.09.2021 08:30","43318","42982"
"05.09.2021 08:30 - 05.09.2021 08:45","44054","43908"
"05.09.2021 08:45 - 05.09.2021 09:00","44835","44713"
"05.09.2021 09:00 - 05.09.2021 09:15","45752","45618"
"05.09.2021 09:15 - 05.09.2021 09:30","46389","46193"
"05.09.2021 09:30 - 05.09.2021 09:45","47104","47040"
"05.09.2021 09:45 - 05.09.2021 10:00","47636","47772"
"05.09.2021 10:00 - 05.09.2021 10:15","48062","48159"
"05.09.2021 10:15 - 05.09.2021 10:30","48525","48798"
"05.09.2021 10:30 - 05.09.2021 10:45","49192","49129"
"05.09.2021 10:45 - 05.09.2021 11:00","49456","49483"
"05.09.2021 11:00 - 05.09.2021 11:15","50326","49745"
"05.09.2021 11:15 - 05.09.2021 11:30","51074","49925"
"05.09.2021 11:30 - 05.09.2021 11:45","51494","50036"
"05.09.2021 11:45 - 05.09.2021 12:00","51860","50086"
"05.09.2021 12:00 - 05.09.2021 12:15","51921","50176"
"05.09.2021 12:15 - 05.09.2021 12:30","51851","49903"
"05.09.2021 12:30 - 05.09.2021 12:45","51732","49683"
"05.09.2021 12:45 - 05.09.2021 13:00","51398","49181"
"05.09.2021 13:00 - 05.09.2021 13:15","51201","48575"
"05.09.2021 13:15 - 05.09.2021 13:30","50695","48265"
"05.09.2021 13:30 - 05.09.2021 13:45","50559","47850"
"05.09.2021 13:45 - 05.09.2021 14:00","50190","47525"
"05.09.2021 14:00 - 05.09.2021 14:15","49605","47054"
"05.09.2021 14:15 - 05.09.2021 14:30","49354","46844"
"05.09.2021 14:30 - 05.09.2021 14:45","49056","46242"
"05.09.2021 14:45 - 05.09.2021 15:00","48675","46198"
"05.09.2021 15:00 - 05.09.2021 15:15","48542","46260"
"05.09.2021 15:15 - 05.09.2021 15:30","48325","46082"
"05.09.2021 15:30 - 05.09.2021 15:45","48018","45851"
"05.09.2021 15:45 - 05.09.2021 16:00","47740","45594"
"05.09.2021 16:00 - 05.09.2021 16:15","47726","45903"
"05.09.2021 16:15 - 05.09.2021 16:30","47850","45776"
"05.09.2021 16:30 - 05.09.2021 16:45","47650","45744"
"05.09.2021 16:45 - 05.09.2021 17:00","47873","46239"
"05.09.2021 17:00 - 05.09.2021 17:15","48221","46656"
"05.09.2021 17:15 - 05.09.2021 17:30","48450","46908"
"05.09.2021 17:30 - 05.09.2021 17:45","48848","47097"
"05.09.2021 17:45 - 05.09.2021 18:00","48946","47598"
"05.09.2021 18:00 - 05.09.2021 18:15","49319","48385"
"05.09.2021 18:15 - 05.09.2021 18:30","49132","48279"
"05.09.2021 18:30 - 05.09.2021 18:45","49098","48539"
"05.09.2021 18:45 - 05.09.2021 19:00","49189","48950"
"05.09.2021 19:00 - 05.09.2021 19:15","49310","49187"
"05.09.2021 19:15 - 05.09.2021 19:30","49042","48999"
"05.09.2021 19:30 - 05.09.2021 19:45","48969","49225"
"05.09.2021 19:45 - 05.09.2021 20:00","48892","49153"
"05.09.2021 20:00 - 05.09.2021 20:15","48792","50141"
"05.09.2021 20:15 - 05.09.2021 20:30","48605","50758"
"05.09.2021 20:30 - 05.09.2021 20:45","48408","50515"
"05.09.2021 20:45 - 05.09.2021 21:00","47832","50286"
"05.09.2021 21:00 - 05.09.2021 21:15","47452","49574"
"05.09.2021 21:15 - 05.09.2021 21:30","47001","48952"
"05.09.2021 21:30 - 05.09.2021 21:45","46526","48404"
"05.09.2021 21:45 - 05.09.2021 22:00","46442","47985"
"05.09.2021 22:00 - 05.09.2021 22:15","46403","47972"
"05.09.2021 22:15 - 05.09.2021 22:30","45964","47345"
"05.09.2021 22:30 - 05.09.2021 22:45","45394","46506"
"05.09.2021 22:45 - 05.09.2021 23:00","44791","45925"
"05.09.2021 23:00 - 05.09.2021 23:15","44216","44991"
"05.09.2021 23:15 - 05.09.2021 23:30","43647","44470"
"05.09.2021 23:30 - 05.09.2021 23:45","43029","43769"
"05.09.2021 23:45 - 06.09.2021 00:00","42814","43240"
"06.09.2021 00:00 - 06.09.2021 00:15","42707","42709"
"06.09.2021 00:15 - 06.09.2021 00:30","42517","42392"
"06.09.2021 00:30 - 06.09.2021 00:45","42344","42284"
"06.09.2021 00:45 - 06.09.2021 01:00","41852","41648"
"06.09.2021 01:00 - 06.09.2021 01:15","41521","41538"
"06.09.2021 01:15 - 06.09.2021 01:30","41163","41473"
"06.09.2021 01:30 - 06.09.2021 01:45","41064","40986"
"06.09.2021 01:45 - 06.09.2021 02:00","41096","40684"
"06.09.2021 02:00 - 06.09.2021 02:15","40654","40395"
"06.09.2021 02:15 - 06.09.2021 02:30","40676","40505"
"06.09.2021 02:30 - 06.09.2021 02:45","40578","40488"
"06.09.2021 02:45 - 06.09.2021 03:00","40632","40214"
"06.09.2021 03:00 - 06.09.2021 03:15","40662","40302"
"06.09.2021 03:15 - 06.09.2021 03:30","40696","40381"
"06.09.2021 03:30 - 06.09.2021 03:45","40868","40340"
"06.09.2021 03:45 - 06.09.2021 04:00","41033","40165"
"06.09.2021 04:00 - 06.09.2021 04:15","41612","40617"
"06.09.2021 04:15 - 06.09.2021 04:30","42064","41259"
"06.09.2021 04:30 - 06.09.2021 04:45","42507","41824"
"06.09.2021 04:45 - 06.09.2021 05:00","43070","42457"
"06.09.2021 05:00 - 06.09.2021 05:15","44152","43764"
"06.09.2021 05:15 - 06.09.2021 05:30","45187","44747"
"06.09.2021 05:30 - 06.09.2021 05:45","46370","45890"
"06.09.2021 05:45 - 06.09.2021 06:00","47983","47689"
"06.09.2021 06:00 - 06.09.2021 06:15","50899","51477"
"06.09.2021 06:15 - 06.09.2021 06:30","53047","53145"
"06.09.2021 06:30 - 06.09.2021 06:45","54036","54380"
"06.09.2021 06:45 - 06.09.2021 07:00","54980","55017"
"06.09.2021 07:00 - 06.09.2021 07:15","56148","56530"
"06.09.2021 07:15 - 06.09.2021 07:30","56874","57641"
"06.09.2021 07:30 - 06.09.2021 07:45","57565","58523"
"06.09.2021 07:45 - 06.09.2021 08:00","58348","59358"
"06.09.2021 08:00 - 06.09.2021 08:15","59315","60519"
"06.09.2021 08:15 - 06.09.2021 08:30","59852","61429"
"06.09.2021 08:30 - 06.09.2021 08:45","60205","61852"
"06.09.2021 08:45 - 06.09.2021 09:00","60596","62143"
"06.09.2021 09:00 - 06.09.2021 09:15","61104","61846"
"06.09.2021 09:15 - 06.09.2021 09:30","61591","62511"
"06.09.2021 09:30 - 06.09.2021 09:45","62173","62938"
"06.09.2021 09:45 - 06.09.2021 10:00","62507","63554"
"06.09.2021 10:00 - 06.09.2021 10:15","62538","63757"
"06.09.2021 10:15 - 06.09.2021 10:30","62803","63731"
"06.09.2021 10:30 - 06.09.2021 10:45","63387","63832"
"06.09.2021 10:45 - 06.09.2021 11:00","63934","64323"
"06.09.2021 11:00 - 06.09.2021 11:15","64184","64760"
"06.09.2021 11:15 - 06.09.2021 11:30","64510","65144"
"06.09.2021 11:30 - 06.09.2021 11:45","65007","65302"
"06.09.2021 11:45 - 06.09.2021 12:00","65559","65594"
"06.09.2021 12:00 - 06.09.2021 12:15","65046","65041"
"06.09.2021 12:15 - 06.09.2021 12:30","64995","64676"
"06.09.2021 12:30 - 06.09.2021 12:45","64880","64588"
"06.09.2021 12:45 - 06.09.2021 13:00","64987","64679"
"06.09.2021 13:00 - 06.09.2021 13:15","65258","64313"
"06.09.2021 13:15 - 06.09.2021 13:30","65211","64001"
"06.09.2021 13:30 - 06.09.2021 13:45","64714","63690"
"06.09.2021 13:45 - 06.09.2021 14:00","64291","63208"
"06.09.2021 14:00 - 06.09.2021 14:15","64152","63093"
"06.09.2021 14:15 - 06.09.2021 14:30","64288","62957"
"06.09.2021 14:30 - 06.09.2021 14:45","64022","62830"
"06.09.2021 14:45 - 06.09.2021 15:00","63703","62297"
"06.09.2021 15:00 - 06.09.2021 15:15","63405","61962"
"06.09.2021 15:15 - 06.09.2021 15:30","62888","61403"
"06.09.2021 15:30 - 06.09.2021 15:45","62530","61016"
"06.09.2021 15:45 - 06.09.2021 16:00","62215","60630"
"06.09.2021 16:00 - 06.09.2021 16:15","61711","60411"
"06.09.2021 16:15 - 06.09.2021 16:30","61203","59892"
"06.09.2021 16:30 - 06.09.2021 16:45","60973","59593"
"06.09.2021 16:45 - 06.09.2021 17:00","60819","59194"
"06.09.2021 17:00 - 06.09.2021 17:15","60584","59552"
"06.09.2021 17:15 - 06.09.2021 17:30","60563","59620"
"06.09.2021 17:30 - 06.09.2021 17:45","60495","59712"
"06.09.2021 17:45 - 06.09.2021 18:00","60569","59908"
"06.09.2021 18:00 - 06.09.2021 18:15","60329","59840"
"06.09.2021 18:15 - 06.09.2021 18:30","60040","59657"
"06.09.2021 18:30 - 06.09.2021 18:45","59937","59723"
"06.09.2021 18:45 - 06.09.2021 19:00","59958","59594"
"06.09.2021 19:00 - 06.09.2021 19:15","60060","59551"
"06.09.2021 19:15 - 06.09.2021 19:30","59613","59135"
"06.09.2021 19:30 - 06.09.2021 19:45","59488","59259"
"06.09.2021 19:45 - 06.09.2021 20:00","59251","59401"
"06.09.2021 20:00 - 06.09.2021 20:15","59141","59575"
"06.09.2021 20:15 - 06.09.2021 20:30","58810","59359"
"06.09.2021 20:30 - 06.09.2021 20:45","58572","58937"
"06.09.2021 20:45 - 06.09.2021 21:00","57834","58012"
"06.09.2021 21:00 - 06.09.2021 21:15","57192","56950"
"06.09.2021 21:15 - 06.09.2021 21:30","56347","56066"
"06.09.2021 21:30 - 06.09.2021 21:45","55596","55244"
"06.09.2021 21:45 - 06.09.2021 22:00","54682","54518"
"06.09.2021 22:00 - 06.09.2021 22:15","53605","52940"
"06.09.2021 22:15 - 06.09.2021 22:30","52900","51952"
"06.09.2021 22:30 - 06.09.2021 22:45","51871","51028"
"06.09.2021 22:45 - 06.09.2021 23:00","51076","50111"
"06.09.2021 23:00 - 06.09.2021 23:15","50209","48760"
"06.09.2021 23:15 - 06.09.2021 23:30","49484","48195"
"06.09.2021 23:30 - 06.09.2021 23:45","48764","47903"
"06.09.2021 23:45 - 07.09.2021 00:00","48317","47015"
"07.09.2021 00:00 - 07.09.2021 00:15","44969","46185"
"07.09.2021 00:15 - 07.09.2021 00:30","44756","45745"
"07.09.2021 00:30 - 07.09.2021 00:45","44589","45247"
"07.09.2021 00:45 - 07.09.2021 01:00","44264","44779"
"07.09.2021 01:00 - 07.09.2021 01:15","43914","44160"
"07.09.2021 01:15 - 07.09.2021 01:30","43812","43956"
"07.09.2021 01:30 - 07.09.2021 01:45","43530","43733"
"07.09.2021 01:45 - 07.09.2021 02:00","43376","43358"
"07.09.2021 02:00 - 07.09.2021 02:15","43044","43227"
"07.09.2021 02:15 - 07.09.2021 02:30","43027","43279"
"07.09.2021 02:30 - 07.09.2021 02:45","42978","43253"
"07.09.2021 02:45 - 07.09.2021 03:00","43059","43436"
"07.09.2021 03:00 - 07.09.2021 03:15","43079","43382"
"07.09.2021 03:15 - 07.09.2021 03:30","43113","43104"
"07.09.2021 03:30 - 07.09.2021 03:45","43129","43352"
"07.09.2021 03:45 - 07.09.2021 04:00","43241","43723"
"07.09.2021 04:00 - 07.09.2021 04:15","43521","43885"
"07.09.2021 04:15 - 07.09.2021 04:30","43774","44230"
"07.09.2021 04:30 - 07.09.2021 04:45","44141","44628"
"07.09.2021 04:45 - 07.09.2021 05:00","44576","45346"
"07.09.2021 05:00 - 07.09.2021 05:15","45654","46526"
"07.09.2021 05:15 - 07.09.2021 05:30","46528","47485"
"07.09.2021 05:30 - 07.09.2021 05:45","47705","48687"
"07.09.2021 05:45 - 07.09.2021 06:00","49333","50399"
"07.09.2021 06:00 - 07.09.2021 06:15","52311","54014"
"07.09.2021 06:15 - 07.09.2021 06:30","53951","55237"
"07.09.2021 06:30 - 07.09.2021 06:45","55154","56532"
"07.09.2021 06:45 - 07.09.2021 07:00","55637","57667"
"07.09.2021 07:00 - 07.09.2021 07:15","56577","59175"
"07.09.2021 07:15 - 07.09.2021 07:30","58192","59952"
"07.09.2021 07:30 - 07.09.2021 07:45","58911","60684"
"07.09.2021 07:45 - 07.09.2021 08:00","59809","61611"
"07.09.2021 08:00 - 07.09.2021 08:15","60596","62365"
"07.09.2021 08:15 - 07.09.2021 08:30","61100","63214"
"07.09.2021 08:30 - 07.09.2021 08:45","61420","63669"
"07.09.2021 08:45 - 07.09.2021 09:00","61708","64113"
"07.09.2021 09:00 - 07.09.2021 09:15","62147","63550"
"07.09.2021 09:15 - 07.09.2021 09:30","62583","63952"
"07.09.2021 09:30 - 07.09.2021 09:45","63142","64431"
"07.09.2021 09:45 - 07.09.2021 10:00","63575","64775"
"07.09.2021 10:00 - 07.09.2021 10:15","63497","64669"
"07.09.2021 10:15 - 07.09.2021 10:30","63824","64917"
"07.09.2021 10:30 - 07.09.2021 10:45","64214","65466"
"07.09.2021 10:45 - 07.09.2021 11:00","64805","65717"
"07.09.2021 11:00 - 07.09.2021 11:15","65075","65730"
"07.09.2021 11:15 - 07.09.2021 11:30","65267","66102"
"07.09.2021 11:30 - 07.09.2021 11:45","65762","66186"
"07.09.2021 11:45 - 07.09.2021 12:00","66340","66345"
"07.09.2021 12:00 - 07.09.2021 12:15","65628","65543"
"07.09.2021 12:15 - 07.09.2021 12:30","65393","65453"
"07.09.2021 12:30 - 07.09.2021 12:45","65358","65042"
"07.09.2021 12:45 - 07.09.2021 13:00","65469","64962"
"07.09.2021 13:00 - 07.09.2021 13:15","65748","64763"
"07.09.2021 13:15 - 07.09.2021 13:30","65599","64535"
"07.09.2021 13:30 - 07.09.2021 13:45","65082","63981"
"07.09.2021 13:45 - 07.09.2021 14:00","64635","63498"
"07.09.2021 14:00 - 07.09.2021 14:15","64536","63618"
"07.09.2021 14:15 - 07.09.2021 14:30","64671","63383"
"07.09.2021 14:30 - 07.09.2021 14:45","64375","63111"
"07.09.2021 14:45 - 07.09.2021 15:00","64182","62962"
"07.09.2021 15:00 - 07.09.2021 15:15","63857","63050"
"07.09.2021 15:15 - 07.09.2021 15:30","63396","62004"
"07.09.2021 15:30 - 07.09.2021 15:45","62903","61591"
"07.09.2021 15:45 - 07.09.2021 16:00","62480","61171"
"07.09.2021 16:00 - 07.09.2021 16:15","62031","61210"
"07.09.2021 16:15 - 07.09.2021 16:30","61507","60978"
"07.09.2021 16:30 - 07.09.2021 16:45","61280","60518"
"07.09.2021 16:45 - 07.09.2021 17:00","61065","60405"
"07.09.2021 17:00 - 07.09.2021 17:15","60905","60578"
"07.09.2021 17:15 - 07.09.2021 17:30","60819","60788"
"07.09.2021 17:30 - 07.09.2021 17:45","60811","60676"
"07.09.2021 17:45 - 07.09.2021 18:00","60921","60876"
"07.09.2021 18:00 - 07.09.2021 18:15","60859","60813"
"07.09.2021 18:15 - 07.09.2021 18:30","60556","60591"
"07.09.2021 18:30 - 07.09.2021 18:45","60356","60594"
"07.09.2021 18:45 - 07.09.2021 19:00","60394","60603"
"07.09.2021 19:00 - 07.09.2021 19:15","60485","60588"
"07.09.2021 19:15 - 07.09.2021 19:30","60032","60183"
"07.09.2021 19:30 - 07.09.2021 19:45","59846","60233"
"07.09.2021 19:45 - 07.09.2021 20:00","59618","60592"
"07.09.2021 20:00 - 07.09.2021 20:15","59493","60789"
"07.09.2021 20:15 - 07.09.2021 20:30","59315","60601"
"07.09.2021 20:30 - 07.09.2021 20:45","59133","60249"
"07.09.2021 20:45 - 07.09.2021 21:00","58441","59423"
"07.09.2021 21:00 - 07.09.2021 21:15","57505","58098"
"07.09.2021 21:15 - 07.09.2021 21:30","56798","56906"
"07.09.2021 21:30 - 07.09.2021 21:45","56028","55949"
"07.09.2021 21:45 - 07.09.2021 22:00","55052","55198"
"07.09.2021 22:00 - 07.09.2021 22:15","54077","53753"
"07.09.2021 22:15 - 07.09.2021 22:30","53274","52645"
"07.09.2021 22:30 - 07.09.2021 22:45","52360","51820"
"07.09.2021 22:45 - 07.09.2021 23:00","51450","51144"
"07.09.2021 23:00 - 07.09.2021 23:15","50504","49689"
"07.09.2021 23:15 - 07.09.2021 23:30","49903","48887"
"07.09.2021 23:30 - 07.09.2021 23:45","49088","48139"
"07.09.2021 23:45 - 08.09.2021 00:00","48581","47618"
"08.09.2021 00:00 - 08.09.2021 00:15","47008","46554"
"08.09.2021 00:15 - 08.09.2021 00:30","46595","46095"
"08.09.2021 00:30 - 08.09.2021 00:45","46162","45530"
"08.09.2021 00:45 - 08.09.2021 01:00","45856","45315"
"08.09.2021 01:00 - 08.09.2021 01:15","45442","45062"
"08.09.2021 01:15 - 08.09.2021 01:30","45184","45069"
"08.09.2021 01:30 - 08.09.2021 01:45","44911","44835"
"08.09.2021 01:45 - 08.09.2021 02:00","44723","44239"
"08.09.2021 02:00 - 08.09.2021 02:15","44400","44153"
"08.09.2021 02:15 - 08.09.2021 02:30","44347","44078"
"08.09.2021 02:30 - 08.09.2021 02:45","44302","43711"
"08.09.2021 02:45 - 08.09.2021 03:00","44353","43866"
"08.09.2021 03:00 - 08.09.2021 03:15","44201","44102"
"08.09.2021 03:15 - 08.09.2021 03:30","44215","44219"
"08.09.2021 03:30 - 08.09.2021 03:45","44259","44109"
"08.09.2021 03:45 - 08.09.2021 04:00","44447","44310"
"08.09.2021 04:00 - 08.09.2021 04:15","44798","44524"
"08.09.2021 04:15 - 08.09.2021 04:30","44275","44950"
"08.09.2021 04:30 - 08.09.2021 04:45","44625","45519"
"08.09.2021 04:45 - 08.09.2021 05:00","45047","45991"
"08.09.2021 05:00 - 08.09.2021 05:15","46048","47178"
"08.09.2021 05:15 - 08.09.2021 05:30","46865","48068"
"08.09.2021 05:30 - 08.09.2021 05:45","48122","49080"
"08.09.2021 05:45 - 08.09.2021 06:00","49789","50649"
"08.09.2021 06:00 - 08.09.2021 06:15","52648","54351"
"08.09.2021 06:15 - 08.09.2021 06:30","54339","56007"
"08.09.2021 06:30 - 08.09.2021 06:45","55546","56960"
"08.09.2021 06:45 - 08.09.2021 07:00","56014","57862"
"08.09.2021 07:00 - 08.09.2021 07:15","56943","59057"
"08.09.2021 07:15 - 08.09.2021 07:30","57625","60236"
"08.09.2021 07:30 - 08.09.2021 07:45","58403","61166"
"08.09.2021 07:45 - 08.09.2021 08:00","59328","61889"
"08.09.2021 08:00 - 08.09.2021 08:15","60168","62748"
"08.09.2021 08:15 - 08.09.2021 08:30","61045","63435"
"08.09.2021 08:30 - 08.09.2021 08:45","61540","63636"
"08.09.2021 08:45 - 08.09.2021 09:00","61924","64021"
"08.09.2021 09:00 - 08.09.2021 09:15","61725","63808"
"08.09.2021 09:15 - 08.09.2021 09:30","62533","64142"
"08.09.2021 09:30 - 08.09.2021 09:45","62899","64698"
"08.09.2021 09:45 - 08.09.2021 10:00","63418","65024"
"08.09.2021 10:00 - 08.09.2021 10:15","63618","65165"
"08.09.2021 10:15 - 08.09.2021 10:30","64185","65182"
"08.09.2021 10:30 - 08.09.2021 10:45","64558","65564"
"08.09.2021 10:45 - 08.09.2021 11:00","64922","65759"
"08.09.2021 11:00 - 08.09.2021 11:15","65171","65606"
"08.09.2021 11:15 - 08.09.2021 11:30","65622","66219"
"08.09.2021 11:30 - 08.09.2021 11:45","65924","66647"
"08.09.2021 11:45 - 08.09.2021 12:00","66255","66679"
"08.09.2021 12:00 - 08.09.2021 12:15","66221","66066"
"08.09.2021 12:15 - 08.09.2021 12:30","65961","66092"
"08.09.2021 12:30 - 08.09.2021 12:45","66031","66034"
"08.09.2021 12:45 - 08.09.2021 13:00","65880","66060"
"08.09.2021 13:00 - 08.09.2021 13:15","65645","65816"
"08.09.2021 13:15 - 08.09.2021 13:30","65186","65550"
"08.09.2021 13:30 - 08.09.2021 13:45","64815","65244"
"08.09.2021 13:45 - 08.09.2021 14:00","64277","64759"
"08.09.2021 14:00 - 08.09.2021 14:15","64054","64094"
"08.09.2021 14:15 - 08.09.2021 14:30","63998","64021"
"08.09.2021 14:30 - 08.09.2021 14:45","63781","63927"
"08.09.2021 14:45 - 08.09.2021 15:00","63412","63504"
"08.09.2021 15:00 - 08.09.2021 15:15","62911","63057"
"08.09.2021 15:15 - 08.09.2021 15:30","62457","62742"
"08.09.2021 15:30 - 08.09.2021 15:45","62044","62585"
"08.09.2021 15:45 - 08.09.2021 16:00","61647","62242"
"08.09.2021 16:00 - 08.09.2021 16:15","61240","61961"
"08.09.2021 16:15 - 08.09.2021 16:30","60839","61175"
"08.09.2021 16:30 - 08.09.2021 16:45","60510","61004"
"08.09.2021 16:45 - 08.09.2021 17:00","60094","61108"
"08.09.2021 17:00 - 08.09.2021 17:15","60146","61261"
"08.09.2021 17:15 - 08.09.2021 17:30","60252","61112"
"08.09.2021 17:30 - 08.09.2021 17:45","59970","61098"
"08.09.2021 17:45 - 08.09.2021 18:00","59844","61314"
"08.09.2021 18:00 - 08.09.2021 18:15","60119","61637"
"08.09.2021 18:15 - 08.09.2021 18:30","59782","61240"
"08.09.2021 18:30 - 08.09.2021 18:45","59918","61383"
"08.09.2021 18:45 - 08.09.2021 19:00","59867","61243"
"08.09.2021 19:00 - 08.09.2021 19:15","59693","61145"
"08.09.2021 19:15 - 08.09.2021 19:30","59331","60885"
"08.09.2021 19:30 - 08.09.2021 19:45","59326","61023"
"08.09.2021 19:45 - 08.09.2021 20:00","59308","61222"
"08.09.2021 20:00 - 08.09.2021 20:15","59196","61484"
"08.09.2021 20:15 - 08.09.2021 20:30","58891","61283"
"08.09.2021 20:30 - 08.09.2021 20:45","58448","60862"
"08.09.2021 20:45 - 08.09.2021 21:00","58084","60290"
"08.09.2021 21:00 - 08.09.2021 21:15","56823","59020"
"08.09.2021 21:15 - 08.09.2021 21:30","55774","58167"
"08.09.2021 21:30 - 08.09.2021 21:45","55000","57077"
"08.09.2021 21:45 - 08.09.2021 22:00","54108","56363"
"08.09.2021 22:00 - 08.09.2021 22:15","52710","55014"
"08.09.2021 22:15 - 08.09.2021 22:30","51734","54107"
"08.09.2021 22:30 - 08.09.2021 22:45","50961","53128"
"08.09.2021 22:45 - 08.09.2021 23:00","50089","52445"
"08.09.2021 23:00 - 08.09.2021 23:15","49319","51302"
"08.09.2021 23:15 - 08.09.2021 23:30","48880","50434"
"08.09.2021 23:30 - 08.09.2021 23:45","48006","49571"
"08.09.2021 23:45 - 09.09.2021 00:00","47519","48496"
"09.09.2021 00:00 - 09.09.2021 00:15","46666","47441"
"09.09.2021 00:15 - 09.09.2021 00:30","46346","46835"
"09.09.2021 00:30 - 09.09.2021 00:45","46048","46740"
"09.09.2021 00:45 - 09.09.2021 01:00","45667","46454"
"09.09.2021 01:00 - 09.09.2021 01:15","45360","45849"
"09.09.2021 01:15 - 09.09.2021 01:30","45238","45435"
"09.09.2021 01:30 - 09.09.2021 01:45","44923","45140"
"09.09.2021 01:45 - 09.09.2021 02:00","44717","45096"
"09.09.2021 02:00 - 09.09.2021 02:15","44444","44541"
"09.09.2021 02:15 - 09.09.2021 02:30","44406","44080"
"09.09.2021 02:30 - 09.09.2021 02:45","44294","44284"
"09.09.2021 02:45 - 09.09.2021 03:00","44379","44467"
"09.09.2021 03:00 - 09.09.2021 03:15","44363","44634"
"09.09.2021 03:15 - 09.09.2021 03:30","44327","44403"
"09.09.2021 03:30 - 09.09.2021 03:45","44445","44391"
"09.09.2021 03:45 - 09.09.2021 04:00","44515","44648"
"09.09.2021 04:00 - 09.09.2021 04:15","44743","44841"
"09.09.2021 04:15 - 09.09.2021 04:30","44960","45282"
"09.09.2021 04:30 - 09.09.2021 04:45","45376","45576"
"09.09.2021 04:45 - 09.09.2021 05:00","45877","46059"
"09.09.2021 05:00 - 09.09.2021 05:15","46997","47431"
"09.09.2021 05:15 - 09.09.2021 05:30","47983","48497"
"09.09.2021 05:30 - 09.09.2021 05:45","49171","49460"
"09.09.2021 05:45 - 09.09.2021 06:00","50672","50932"
"09.09.2021 06:00 - 09.09.2021 06:15","53864","54513"
"09.09.2021 06:15 - 09.09.2021 06:30","55660","55663"
"09.09.2021 06:30 - 09.09.2021 06:45","56628","56818"
"09.09.2021 06:45 - 09.09.2021 07:00","57526","58120"
"09.09.2021 07:00 - 09.09.2021 07:15","59266","59560"
"09.09.2021 07:15 - 09.09.2021 07:30","58808","60368"
"09.09.2021 07:30 - 09.09.2021 07:45","59504","61021"
"09.09.2021 07:45 - 09.09.2021 08:00","60120","61804"
"09.09.2021 08:00 - 09.09.2021 08:15","60935","62566"
"09.09.2021 08:15 - 09.09.2021 08:30","61509","63178"
"09.09.2021 08:30 - 09.09.2021 08:45","61981","63629"
"09.09.2021 08:45 - 09.09.2021 09:00","62136","63746"
"09.09.2021 09:00 - 09.09.2021 09:15","61843","63626"
"09.09.2021 09:15 - 09.09.2021 09:30","62480","63840"
"09.09.2021 09:30 - 09.09.2021 09:45","63100","64310"
"09.09.2021 09:45 - 09.09.2021 10:00","63588","64721"
"09.09.2021 10:00 - 09.09.2021 10:15","63752","64914"
"09.09.2021 10:15 - 09.09.2021 10:30","64089","65151"
"09.09.2021 10:30 - 09.09.2021 10:45","64666","65611"
"09.09.2021 10:45 - 09.09.2021 11:00","65026","66117"
"09.09.2021 11:00 - 09.09.2021 11:15","65248","66051"
"09.09.2021 11:15 - 09.09.2021 11:30","65729","66406"
"09.09.2021 11:30 - 09.09.2021 11:45","65944","66863"
"09.09.2021 11:45 - 09.09.2021 12:00","66129","67002"
"09.09.2021 12:00 - 09.09.2021 12:15","65835","66762"
"09.09.2021 12:15 - 09.09.2021 12:30","65841","66858"
"09.09.2021 12:30 - 09.09.2021 12:45","65795","66762"
"09.09.2021 12:45 - 09.09.2021 13:00","65577","66785"
"09.09.2021 13:00 - 09.09.2021 13:15","65369","66203"
"09.09.2021 13:15 - 09.09.2021 13:30","65164","65641"
"09.09.2021 13:30 - 09.09.2021 13:45","64753","65156"
"09.09.2021 13:45 - 09.09.2021 14:00","64178","64728"
