"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"25.10.2020 01:15 - 25.10.2020 01:30","38969","42647"
"25.10.2020 01:30 - 25.10.2020 01:45","38548","42449"
"25.10.2020 01:45 - 25.10.2020 02:00","38305","42302"
"25.10.2020 02:00 - 25.10.2020 02:15","37893","42233"
"25.10.2020 02:15 - 25.10.2020 02:30","37811","41698"
"25.10.2020 02:30 - 25.10.2020 02:45","37609","41616"
"25.10.2020 02:45 - 25.10.2020 03:00","36872","41539"
"25.10.2020 02:00 - 25.10.2020 02:15","37902","41505"
"25.10.2020 02:15 - 25.10.2020 02:30","38099","41478"
"25.10.2020 02:30 - 25.10.2020 02:45","37612","41454"
"25.10.2020 02:45 - 25.10.2020 03:00","37020","40203"
"25.10.2020 03:00 - 25.10.2020 03:15","37336","41906"
"25.10.2020 03:15 - 25.10.2020 03:30","37134","41851"
"25.10.2020 03:30 - 25.10.2020 03:45","37615","41897"
"25.10.2020 03:45 - 25.10.2020 04:00","38128","42138"
"25.10.2020 04:00 - 25.10.2020 04:15","37748","42448"
"25.10.2020 04:15 - 25.10.2020 04:30","38081","42784"
"25.10.2020 04:30 - 25.10.2020 04:45","38345","42723"
"25.10.2020 04:45 - 25.10.2020 05:00","38497","42907"
"25.10.2020 05:00 - 25.10.2020 05:15","39669","43053"
"25.10.2020 05:15 - 25.10.2020 05:30","39328","43314"
"25.10.2020 05:30 - 25.10.2020 05:45","39186","43600"
"25.10.2020 05:45 - 25.10.2020 06:00","40831","43828"
"25.10.2020 06:00 - 25.10.2020 06:15","40912","44295"
"25.10.2020 06:15 - 25.10.2020 06:30","40339","44871"
"25.10.2020 06:30 - 25.10.2020 06:45","40950","45327"
"25.10.2020 06:45 - 25.10.2020 07:00","42639","45724"
"25.10.2020 07:00 - 25.10.2020 07:15","43159","46131"
"25.10.2020 07:15 - 25.10.2020 07:30","43456","47028"
"25.10.2020 07:30 - 25.10.2020 07:45","44348","47795"
"25.10.2020 07:45 - 25.10.2020 08:00","44733","48552"
"25.10.2020 08:00 - 25.10.2020 08:15","45404","49340"
"25.10.2020 08:15 - 25.10.2020 08:30","45961","50092"
"25.10.2020 08:30 - 25.10.2020 08:45","47599","50863"
"25.10.2020 08:45 - 25.10.2020 09:00","47811","51656"
"25.10.2020 09:00 - 25.10.2020 09:15","48881","52129"
"25.10.2020 09:15 - 25.10.2020 09:30","49621","52809"
"25.10.2020 09:30 - 25.10.2020 09:45","50167","52892"
"25.10.2020 09:45 - 25.10.2020 10:00","50778","53000"
"25.10.2020 10:00 - 25.10.2020 10:15","51127","53004"
"25.10.2020 10:15 - 25.10.2020 10:30","52019","53279"
"25.10.2020 10:30 - 25.10.2020 10:45","51982","53715"
"25.10.2020 10:45 - 25.10.2020 11:00","52589","54004"
"25.10.2020 11:00 - 25.10.2020 11:15","53525","54448"
"25.10.2020 11:15 - 25.10.2020 11:30","54089","54729"
"25.10.2020 11:30 - 25.10.2020 11:45","54208","54279"
"25.10.2020 11:45 - 25.10.2020 12:00","54432","54227"
"25.10.2020 12:00 - 25.10.2020 12:15","54047","54218"
"25.10.2020 12:15 - 25.10.2020 12:30","53695","54012"
"25.10.2020 12:30 - 25.10.2020 12:45","53605","53531"
"25.10.2020 12:45 - 25.10.2020 13:00","53443","53110"
"25.10.2020 13:00 - 25.10.2020 13:15","52441","52653"
"25.10.2020 13:15 - 25.10.2020 13:30","51688","52207"
"25.10.2020 13:30 - 25.10.2020 13:45","51737","51677"
"25.10.2020 13:45 - 25.10.2020 14:00","51063","51530"
"25.10.2020 14:00 - 25.10.2020 14:15","50952","51606"
"25.10.2020 14:15 - 25.10.2020 14:30","50308","51079"
"25.10.2020 14:30 - 25.10.2020 14:45","49945","50534"
"25.10.2020 14:45 - 25.10.2020 15:00","50219","50358"
"25.10.2020 15:00 - 25.10.2020 15:15","49865","50412"
"25.10.2020 15:15 - 25.10.2020 15:30","49574","50040"
"25.10.2020 15:30 - 25.10.2020 15:45","50567","50073"
"25.10.2020 15:45 - 25.10.2020 16:00","49530","49978"
"25.10.2020 16:00 - 25.10.2020 16:15","50051","50916"
"25.10.2020 16:15 - 25.10.2020 16:30","49599","50778"
"25.10.2020 16:30 - 25.10.2020 16:45","50446","51405"
"25.10.2020 16:45 - 25.10.2020 17:00","51077","51749"
"25.10.2020 17:00 - 25.10.2020 17:15","51888","53854"
"25.10.2020 17:15 - 25.10.2020 17:30","53319","55332"
"25.10.2020 17:30 - 25.10.2020 17:45","53997","56751"
"25.10.2020 17:45 - 25.10.2020 18:00","54005","57028"
"25.10.2020 18:00 - 25.10.2020 18:15","54762","57458"
"25.10.2020 18:15 - 25.10.2020 18:30","54434","57242"
"25.10.2020 18:30 - 25.10.2020 18:45","54566","57031"
"25.10.2020 18:45 - 25.10.2020 19:00","54661","56497"
"25.10.2020 19:00 - 25.10.2020 19:15","54812","56376"
"25.10.2020 19:15 - 25.10.2020 19:30","54502","55607"
"25.10.2020 19:30 - 25.10.2020 19:45","53994","55060"
"25.10.2020 19:45 - 25.10.2020 20:00","53246","54172"
"25.10.2020 20:00 - 25.10.2020 20:15","53068","53632"
"25.10.2020 20:15 - 25.10.2020 20:30","51323","52593"
"25.10.2020 20:30 - 25.10.2020 20:45","51034","51777"
"25.10.2020 20:45 - 25.10.2020 21:00","50513","51301"
"25.10.2020 21:00 - 25.10.2020 21:15","50623","51242"
"25.10.2020 21:15 - 25.10.2020 21:30","50348","50687"
"25.10.2020 21:30 - 25.10.2020 21:45","49649","50288"
"25.10.2020 21:45 - 25.10.2020 22:00","49489","50209"
"25.10.2020 22:00 - 25.10.2020 22:15","49292","50560"
"25.10.2020 22:15 - 25.10.2020 22:30","48798","50054"
"25.10.2020 22:30 - 25.10.2020 22:45","48126","49409"
"25.10.2020 22:45 - 25.10.2020 23:00","47165","48611"
"25.10.2020 23:00 - 25.10.2020 23:15","46253","47323"
"25.10.2020 23:15 - 25.10.2020 23:30","45226","46324"
"25.10.2020 23:30 - 25.10.2020 23:45","44411","45577"
"25.10.2020 23:45 - 26.10.2020 00:00","44127","44988"
"26.10.2020 00:00 - 26.10.2020 00:15","43600","44148"
"26.10.2020 00:15 - 26.10.2020 00:30","42885","43997"
"26.10.2020 00:30 - 26.10.2020 00:45","42384","43831"
"26.10.2020 00:45 - 26.10.2020 01:00","41947","43506"
"26.10.2020 01:00 - 26.10.2020 01:15","41198","43202"
"26.10.2020 01:15 - 26.10.2020 01:30","41115","42813"
"26.10.2020 01:30 - 26.10.2020 01:45","40992","42756"
"26.10.2020 01:45 - 26.10.2020 02:00","40510","42259"
"26.10.2020 02:00 - 26.10.2020 02:15","40308","42058"
"26.10.2020 02:15 - 26.10.2020 02:30","40343","41804"
"26.10.2020 02:30 - 26.10.2020 02:45","40261","41756"
"26.10.2020 02:45 - 26.10.2020 03:00","40272","41729"
"26.10.2020 03:00 - 26.10.2020 03:15","40377","41890"
"26.10.2020 03:15 - 26.10.2020 03:30","40715","41921"
"26.10.2020 03:30 - 26.10.2020 03:45","40838","42389"
"26.10.2020 03:45 - 26.10.2020 04:00","41055","42978"
"26.10.2020 04:00 - 26.10.2020 04:15","41476","43542"
"26.10.2020 04:15 - 26.10.2020 04:30","41954","43934"
"26.10.2020 04:30 - 26.10.2020 04:45","42513","44909"
"26.10.2020 04:45 - 26.10.2020 05:00","43293","45715"
"26.10.2020 05:00 - 26.10.2020 05:15","44750","47061"
"26.10.2020 05:15 - 26.10.2020 05:30","45536","47694"
"26.10.2020 05:30 - 26.10.2020 05:45","46958","48830"
"26.10.2020 05:45 - 26.10.2020 06:00","48845","50942"
"26.10.2020 06:00 - 26.10.2020 06:15","52542","54140"
"26.10.2020 06:15 - 26.10.2020 06:30","54888","56321"
"26.10.2020 06:30 - 26.10.2020 06:45","56760","58297"
"26.10.2020 06:45 - 26.10.2020 07:00","58865","60036"
"26.10.2020 07:00 - 26.10.2020 07:15","61283","61743"
"26.10.2020 07:15 - 26.10.2020 07:30","62738","62562"
"26.10.2020 07:30 - 26.10.2020 07:45","63601","63724"
"26.10.2020 07:45 - 26.10.2020 08:00","64214","64453"
"26.10.2020 08:00 - 26.10.2020 08:15","64973","65197"
"26.10.2020 08:15 - 26.10.2020 08:30","65465","66012"
"26.10.2020 08:30 - 26.10.2020 08:45","65612","66465"
"26.10.2020 08:45 - 26.10.2020 09:00","65979","66934"
"26.10.2020 09:00 - 26.10.2020 09:15","65660","66581"
"26.10.2020 09:15 - 26.10.2020 09:30","66190","66887"
"26.10.2020 09:30 - 26.10.2020 09:45","66504","67132"
"26.10.2020 09:45 - 26.10.2020 10:00","66736","67295"
"26.10.2020 10:00 - 26.10.2020 10:15","66903","67596"
"26.10.2020 10:15 - 26.10.2020 10:30","67428","67957"
"26.10.2020 10:30 - 26.10.2020 10:45","67644","68243"
"26.10.2020 10:45 - 26.10.2020 11:00","67938","68410"
"26.10.2020 11:00 - 26.10.2020 11:15","68199","69053"
"26.10.2020 11:15 - 26.10.2020 11:30","68540","69706"
"26.10.2020 11:30 - 26.10.2020 11:45","68723","69875"
"26.10.2020 11:45 - 26.10.2020 12:00","68894","70158"
"26.10.2020 12:00 - 26.10.2020 12:15","68458","69977"
"26.10.2020 12:15 - 26.10.2020 12:30","68226","69977"
"26.10.2020 12:30 - 26.10.2020 12:45","68139","69753"
"26.10.2020 12:45 - 26.10.2020 13:00","68163","69605"
"26.10.2020 13:00 - 26.10.2020 13:15","68044","69531"
"26.10.2020 13:15 - 26.10.2020 13:30","67817","69196"
"26.10.2020 13:30 - 26.10.2020 13:45","67281","69143"
"26.10.2020 13:45 - 26.10.2020 14:00","66759","68065"
"26.10.2020 14:00 - 26.10.2020 14:15","66444","67707"
"26.10.2020 14:15 - 26.10.2020 14:30","66384","67556"
"26.10.2020 14:30 - 26.10.2020 14:45","66211","67508"
"26.10.2020 14:45 - 26.10.2020 15:00","65981","67041"
"26.10.2020 15:00 - 26.10.2020 15:15","65776","67200"
"26.10.2020 15:15 - 26.10.2020 15:30","65355","66950"
"26.10.2020 15:30 - 26.10.2020 15:45","65056","66603"
"26.10.2020 15:45 - 26.10.2020 16:00","64586","66264"
"26.10.2020 16:00 - 26.10.2020 16:15","64350","66367"
"26.10.2020 16:15 - 26.10.2020 16:30","64190","66345"
"26.10.2020 16:30 - 26.10.2020 16:45","64275","66456"
"26.10.2020 16:45 - 26.10.2020 17:00","64361","66714"
"26.10.2020 17:00 - 26.10.2020 17:15","64734","67188"
"26.10.2020 17:15 - 26.10.2020 17:30","65264","68115"
"26.10.2020 17:30 - 26.10.2020 17:45","65724","68958"
"26.10.2020 17:45 - 26.10.2020 18:00","66077","69353"
"26.10.2020 18:00 - 26.10.2020 18:15","66088","69076"
"26.10.2020 18:15 - 26.10.2020 18:30","66647","68891"
"26.10.2020 18:30 - 26.10.2020 18:45","67039","68592"
"26.10.2020 18:45 - 26.10.2020 19:00","67602","68230"
"26.10.2020 19:00 - 26.10.2020 19:15","67650","68124"
"26.10.2020 19:15 - 26.10.2020 19:30","67019","67662"
"26.10.2020 19:30 - 26.10.2020 19:45","66657","67412"
"26.10.2020 19:45 - 26.10.2020 20:00","65928","66985"
"26.10.2020 20:00 - 26.10.2020 20:15","64553","65275"
"26.10.2020 20:15 - 26.10.2020 20:30","62914","64026"
"26.10.2020 20:30 - 26.10.2020 20:45","61898","63077"
"26.10.2020 20:45 - 26.10.2020 21:00","60906","62497"
"26.10.2020 21:00 - 26.10.2020 21:15","59899","61410"
"26.10.2020 21:15 - 26.10.2020 21:30","58967","60481"
"26.10.2020 21:30 - 26.10.2020 21:45","58009","59619"
"26.10.2020 21:45 - 26.10.2020 22:00","57272","58622"
"26.10.2020 22:00 - 26.10.2020 22:15","56851","57610"
"26.10.2020 22:15 - 26.10.2020 22:30","55866","56842"
"26.10.2020 22:30 - 26.10.2020 22:45","54702","56205"
"26.10.2020 22:45 - 26.10.2020 23:00","53568","55233"
"26.10.2020 23:00 - 26.10.2020 23:15","52189","54424"
"26.10.2020 23:15 - 26.10.2020 23:30","51150","53872"
"26.10.2020 23:30 - 26.10.2020 23:45","50299","53023"
"26.10.2020 23:45 - 27.10.2020 00:00","49753","52520"
"27.10.2020 00:00 - 27.10.2020 00:15","48697","50852"
"27.10.2020 00:15 - 27.10.2020 00:30","47776","50383"
"27.10.2020 00:30 - 27.10.2020 00:45","47284","49930"
"27.10.2020 00:45 - 27.10.2020 01:00","46844","49427"
"27.10.2020 01:00 - 27.10.2020 01:15","46034","49393"
"27.10.2020 01:15 - 27.10.2020 01:30","45762","48852"
"27.10.2020 01:30 - 27.10.2020 01:45","45464","48522"
"27.10.2020 01:45 - 27.10.2020 02:00","45139","48181"
"27.10.2020 02:00 - 27.10.2020 02:15","44941","48208"
"27.10.2020 02:15 - 27.10.2020 02:30","44791","48189"
"27.10.2020 02:30 - 27.10.2020 02:45","44696","48050"
"27.10.2020 02:45 - 27.10.2020 03:00","44812","48167"
"27.10.2020 03:00 - 27.10.2020 03:15","44821","48353"
"27.10.2020 03:15 - 27.10.2020 03:30","45148","48236"
"27.10.2020 03:30 - 27.10.2020 03:45","45229","47979"
"27.10.2020 03:45 - 27.10.2020 04:00","45383","48206"
"27.10.2020 04:00 - 27.10.2020 04:15","45743","48558"
"27.10.2020 04:15 - 27.10.2020 04:30","46183","48967"
"27.10.2020 04:30 - 27.10.2020 04:45","46661","49689"
"27.10.2020 04:45 - 27.10.2020 05:00","47206","50455"
"27.10.2020 05:00 - 27.10.2020 05:15","48329","52080"
"27.10.2020 05:15 - 27.10.2020 05:30","48884","53067"
"27.10.2020 05:30 - 27.10.2020 05:45","50144","53979"
"27.10.2020 05:45 - 27.10.2020 06:00","51745","55611"
"27.10.2020 06:00 - 27.10.2020 06:15","54946","58293"
"27.10.2020 06:15 - 27.10.2020 06:30","57139","59911"
"27.10.2020 06:30 - 27.10.2020 06:45","58996","61721"
"27.10.2020 06:45 - 27.10.2020 07:00","60825","63089"
"27.10.2020 07:00 - 27.10.2020 07:15","62821","64795"
"27.10.2020 07:15 - 27.10.2020 07:30","64318","65303"
"27.10.2020 07:30 - 27.10.2020 07:45","65005","65822"
"27.10.2020 07:45 - 27.10.2020 08:00","65482","66807"
"27.10.2020 08:00 - 27.10.2020 08:15","66268","67349"
"27.10.2020 08:15 - 27.10.2020 08:30","66691","67524"
"27.10.2020 08:30 - 27.10.2020 08:45","67018","68027"
"27.10.2020 08:45 - 27.10.2020 09:00","67530","68369"
"27.10.2020 09:00 - 27.10.2020 09:15","67017","68161"
"27.10.2020 09:15 - 27.10.2020 09:30","67476","68558"
"27.10.2020 09:30 - 27.10.2020 09:45","68037","68730"
"27.10.2020 09:45 - 27.10.2020 10:00","68318","69021"
"27.10.2020 10:00 - 27.10.2020 10:15","68333","69200"
"27.10.2020 10:15 - 27.10.2020 10:30","68905","69357"
"27.10.2020 10:30 - 27.10.2020 10:45","69058","69606"
"27.10.2020 10:45 - 27.10.2020 11:00","69289","70148"
"27.10.2020 11:00 - 27.10.2020 11:15","69618","70316"
"27.10.2020 11:15 - 27.10.2020 11:30","69944","70348"
"27.10.2020 11:30 - 27.10.2020 11:45","69993","70686"
"27.10.2020 11:45 - 27.10.2020 12:00","70145","70775"
"27.10.2020 12:00 - 27.10.2020 12:15","69480","70362"
"27.10.2020 12:15 - 27.10.2020 12:30","69147","70267"
"27.10.2020 12:30 - 27.10.2020 12:45","69004","69996"
"27.10.2020 12:45 - 27.10.2020 13:00","69128","69957"
"27.10.2020 13:00 - 27.10.2020 13:15","68985","69911"
"27.10.2020 13:15 - 27.10.2020 13:30","68684","69458"
"27.10.2020 13:30 - 27.10.2020 13:45","68161","68670"
"27.10.2020 13:45 - 27.10.2020 14:00","67511","67817"
"27.10.2020 14:00 - 27.10.2020 14:15","67307","67688"
"27.10.2020 14:15 - 27.10.2020 14:30","67195","67765"
"27.10.2020 14:30 - 27.10.2020 14:45","67038","67568"
"27.10.2020 14:45 - 27.10.2020 15:00","66919","67695"
"27.10.2020 15:00 - 27.10.2020 15:15","66688","67833"
"27.10.2020 15:15 - 27.10.2020 15:30","66364","67434"
"27.10.2020 15:30 - 27.10.2020 15:45","65964","66851"
"27.10.2020 15:45 - 27.10.2020 16:00","65673","66286"
"27.10.2020 16:00 - 27.10.2020 16:15","65554","65938"
"27.10.2020 16:15 - 27.10.2020 16:30","65415","66047"
"27.10.2020 16:30 - 27.10.2020 16:45","65512","66820"
"27.10.2020 16:45 - 27.10.2020 17:00","65690","67516"
"27.10.2020 17:00 - 27.10.2020 17:15","66085","68397"
"27.10.2020 17:15 - 27.10.2020 17:30","66603","69942"
"27.10.2020 17:30 - 27.10.2020 17:45","67073","71156"
"27.10.2020 17:45 - 27.10.2020 18:00","67317","71902"
"27.10.2020 18:00 - 27.10.2020 18:15","67517","71805"
"27.10.2020 18:15 - 27.10.2020 18:30","68030","71710"
"27.10.2020 18:30 - 27.10.2020 18:45","68469","71645"
"27.10.2020 18:45 - 27.10.2020 19:00","68691","71216"
"27.10.2020 19:00 - 27.10.2020 19:15","68930","71217"
"27.10.2020 19:15 - 27.10.2020 19:30","68202","70687"
"27.10.2020 19:30 - 27.10.2020 19:45","67747","69823"
"27.10.2020 19:45 - 27.10.2020 20:00","67150","69131"
"27.10.2020 20:00 - 27.10.2020 20:15","65408","67585"
"27.10.2020 20:15 - 27.10.2020 20:30","63994","66571"
"27.10.2020 20:30 - 27.10.2020 20:45","62907","65618"
"27.10.2020 20:45 - 27.10.2020 21:00","61918","64829"
"27.10.2020 21:00 - 27.10.2020 21:15","60850","64070"
"27.10.2020 21:15 - 27.10.2020 21:30","59957","63304"
"27.10.2020 21:30 - 27.10.2020 21:45","58939","62296"
"27.10.2020 21:45 - 27.10.2020 22:00","58112","61241"
"27.10.2020 22:00 - 27.10.2020 22:15","57716","60773"
"27.10.2020 22:15 - 27.10.2020 22:30","56757","59738"
"27.10.2020 22:30 - 27.10.2020 22:45","55605","58844"
"27.10.2020 22:45 - 27.10.2020 23:00","54461","57624"
"27.10.2020 23:00 - 27.10.2020 23:15","53045","56791"
"27.10.2020 23:15 - 27.10.2020 23:30","51940","56182"
"27.10.2020 23:30 - 27.10.2020 23:45","51058","55465"
"27.10.2020 23:45 - 28.10.2020 00:00","50399","54340"
"28.10.2020 00:00 - 28.10.2020 00:15","48770","53270"
"28.10.2020 00:15 - 28.10.2020 00:30","47772","52862"
"28.10.2020 00:30 - 28.10.2020 00:45","47431","52185"
"28.10.2020 00:45 - 28.10.2020 01:00","47004","51733"
"28.10.2020 01:00 - 28.10.2020 01:15","45944","51430"
"28.10.2020 01:15 - 28.10.2020 01:30","45636","50919"
"28.10.2020 01:30 - 28.10.2020 01:45","45399","50532"
"28.10.2020 01:45 - 28.10.2020 02:00","45050","50396"
"28.10.2020 02:00 - 28.10.2020 02:15","45016","50013"
"28.10.2020 02:15 - 28.10.2020 02:30","44788","49774"
"28.10.2020 02:30 - 28.10.2020 02:45","44807","49966"
"28.10.2020 02:45 - 28.10.2020 03:00","44833","50088"
"28.10.2020 03:00 - 28.10.2020 03:15","44749","50124"
"28.10.2020 03:15 - 28.10.2020 03:30","45094","50005"
"28.10.2020 03:30 - 28.10.2020 03:45","44980","50537"
"28.10.2020 03:45 - 28.10.2020 04:00","45265","50625"
"28.10.2020 04:00 - 28.10.2020 04:15","45323","51122"
"28.10.2020 04:15 - 28.10.2020 04:30","45938","51293"
"28.10.2020 04:30 - 28.10.2020 04:45","46389","51555"
"28.10.2020 04:45 - 28.10.2020 05:00","47221","52249"
"28.10.2020 05:00 - 28.10.2020 05:15","48135","52554"
"28.10.2020 05:15 - 28.10.2020 05:30","48693","53400"
"28.10.2020 05:30 - 28.10.2020 05:45","49947","54825"
"28.10.2020 05:45 - 28.10.2020 06:00","51740","56428"
"28.10.2020 06:00 - 28.10.2020 06:15","54936","59513"
"28.10.2020 06:15 - 28.10.2020 06:30","57090","61718"
"28.10.2020 06:30 - 28.10.2020 06:45","59178","62977"
"28.10.2020 06:45 - 28.10.2020 07:00","60753","64083"
"28.10.2020 07:00 - 28.10.2020 07:15","63069","65836"
"28.10.2020 07:15 - 28.10.2020 07:30","63654","66576"
"28.10.2020 07:30 - 28.10.2020 07:45","64612","67279"
"28.10.2020 07:45 - 28.10.2020 08:00","65133","68234"
"28.10.2020 08:00 - 28.10.2020 08:15","65850","69245"
"28.10.2020 08:15 - 28.10.2020 08:30","66165","69656"
"28.10.2020 08:30 - 28.10.2020 08:45","66282","69747"
"28.10.2020 08:45 - 28.10.2020 09:00","66924","69778"
"28.10.2020 09:00 - 28.10.2020 09:15","65960","69451"
"28.10.2020 09:15 - 28.10.2020 09:30","66419","69937"
"28.10.2020 09:30 - 28.10.2020 09:45","66797","70123"
"28.10.2020 09:45 - 28.10.2020 10:00","67318","69623"
"28.10.2020 10:00 - 28.10.2020 10:15","67810","69745"
"28.10.2020 10:15 - 28.10.2020 10:30","68451","69765"
"28.10.2020 10:30 - 28.10.2020 10:45","68583","69960"
"28.10.2020 10:45 - 28.10.2020 11:00","68580","70230"
"28.10.2020 11:00 - 28.10.2020 11:15","69090","70674"
"28.10.2020 11:15 - 28.10.2020 11:30","69245","70861"
"28.10.2020 11:30 - 28.10.2020 11:45","69555","71069"
"28.10.2020 11:45 - 28.10.2020 12:00","70235","71232"
"28.10.2020 12:00 - 28.10.2020 12:15","69517","71203"
"28.10.2020 12:15 - 28.10.2020 12:30","69474","71126"
"28.10.2020 12:30 - 28.10.2020 12:45","69368","70743"
"28.10.2020 12:45 - 28.10.2020 13:00","69764","70645"
"28.10.2020 13:00 - 28.10.2020 13:15","69531","70270"
"28.10.2020 13:15 - 28.10.2020 13:30","69418","69654"
"28.10.2020 13:30 - 28.10.2020 13:45","68536","68953"
"28.10.2020 13:45 - 28.10.2020 14:00","68093","68883"
"28.10.2020 14:00 - 28.10.2020 14:15","67950","68907"
"28.10.2020 14:15 - 28.10.2020 14:30","67528","68339"
"28.10.2020 14:30 - 28.10.2020 14:45","67463","67736"
"28.10.2020 14:45 - 28.10.2020 15:00","67475","67543"
"28.10.2020 15:00 - 28.10.2020 15:15","67095","67581"
"28.10.2020 15:15 - 28.10.2020 15:30","66512","66989"
"28.10.2020 15:30 - 28.10.2020 15:45","66278","66883"
"28.10.2020 15:45 - 28.10.2020 16:00","66013","66705"
"28.10.2020 16:00 - 28.10.2020 16:15","65831","66342"
"28.10.2020 16:15 - 28.10.2020 16:30","65602","66112"
"28.10.2020 16:30 - 28.10.2020 16:45","66009","66027"
"28.10.2020 16:45 - 28.10.2020 17:00","66140","66484"
"28.10.2020 17:00 - 28.10.2020 17:15","66490","68170"
"28.10.2020 17:15 - 28.10.2020 17:30","66846","69635"
"28.10.2020 17:30 - 28.10.2020 17:45","67177","70684"
"28.10.2020 17:45 - 28.10.2020 18:00","67494","71221"
"28.10.2020 18:00 - 28.10.2020 18:15","67733","71283"
"28.10.2020 18:15 - 28.10.2020 18:30","68249","71271"
"28.10.2020 18:30 - 28.10.2020 18:45","68241","71213"
"28.10.2020 18:45 - 28.10.2020 19:00","68017","70661"
"28.10.2020 19:00 - 28.10.2020 19:15","68225","70228"
"28.10.2020 19:15 - 28.10.2020 19:30","67400","69806"
"28.10.2020 19:30 - 28.10.2020 19:45","67149","69370"
"28.10.2020 19:45 - 28.10.2020 20:00","66836","68709"
"28.10.2020 20:00 - 28.10.2020 20:15","65060","67318"
"28.10.2020 20:15 - 28.10.2020 20:30","63534","66264"
"28.10.2020 20:30 - 28.10.2020 20:45","62726","65234"
"28.10.2020 20:45 - 28.10.2020 21:00","61769","64354"
"28.10.2020 21:00 - 28.10.2020 21:15","60532","63399"
"28.10.2020 21:15 - 28.10.2020 21:30","59654","62482"
"28.10.2020 21:30 - 28.10.2020 21:45","58640","61578"
"28.10.2020 21:45 - 28.10.2020 22:00","58122","60204"
"28.10.2020 22:00 - 28.10.2020 22:15","57714","59726"
"28.10.2020 22:15 - 28.10.2020 22:30","56837","58594"
"28.10.2020 22:30 - 28.10.2020 22:45","56057","57568"
"28.10.2020 22:45 - 28.10.2020 23:00","54566","56696"
"28.10.2020 23:00 - 28.10.2020 23:15","53285","55378"
"28.10.2020 23:15 - 28.10.2020 23:30","52092","54677"
"28.10.2020 23:30 - 28.10.2020 23:45","51305","53762"
"28.10.2020 23:45 - 29.10.2020 00:00","50508","52635"
"29.10.2020 00:00 - 29.10.2020 00:15","49976","52237"
"29.10.2020 00:15 - 29.10.2020 00:30","48772","51548"
"29.10.2020 00:30 - 29.10.2020 00:45","48602","51163"
"29.10.2020 00:45 - 29.10.2020 01:00","48246","50446"
"29.10.2020 01:00 - 29.10.2020 01:15","46843","50339"
"29.10.2020 01:15 - 29.10.2020 01:30","46287","49684"
"29.10.2020 01:30 - 29.10.2020 01:45","46246","49500"
"29.10.2020 01:45 - 29.10.2020 02:00","45671","49384"
"29.10.2020 02:00 - 29.10.2020 02:15","45717","48977"
"29.10.2020 02:15 - 29.10.2020 02:30","45653","48817"
"29.10.2020 02:30 - 29.10.2020 02:45","45551","48818"
"29.10.2020 02:45 - 29.10.2020 03:00","45578","49126"
"29.10.2020 03:00 - 29.10.2020 03:15","45510","48951"
"29.10.2020 03:15 - 29.10.2020 03:30","45889","49098"
"29.10.2020 03:30 - 29.10.2020 03:45","45550","49553"
"29.10.2020 03:45 - 29.10.2020 04:00","45849","49796"
"29.10.2020 04:00 - 29.10.2020 04:15","46143","50563"
"29.10.2020 04:15 - 29.10.2020 04:30","46819","50929"
"29.10.2020 04:30 - 29.10.2020 04:45","46910","51623"
"29.10.2020 04:45 - 29.10.2020 05:00","47791","52071"
"29.10.2020 05:00 - 29.10.2020 05:15","48804","53172"
"29.10.2020 05:15 - 29.10.2020 05:30","49435","53936"
"29.10.2020 05:30 - 29.10.2020 05:45","50570","55158"
"29.10.2020 05:45 - 29.10.2020 06:00","52335","56913"
"29.10.2020 06:00 - 29.10.2020 06:15","55353","59685"
"29.10.2020 06:15 - 29.10.2020 06:30","57500","61869"
"29.10.2020 06:30 - 29.10.2020 06:45","59292","63116"
"29.10.2020 06:45 - 29.10.2020 07:00","60712","64528"
"29.10.2020 07:00 - 29.10.2020 07:15","63224","65877"
"29.10.2020 07:15 - 29.10.2020 07:30","64371","66437"
"29.10.2020 07:30 - 29.10.2020 07:45","65338","66869"
"29.10.2020 07:45 - 29.10.2020 08:00","66144","67681"
"29.10.2020 08:00 - 29.10.2020 08:15","66695","68358"
"29.10.2020 08:15 - 29.10.2020 08:30","67106","68775"
"29.10.2020 08:30 - 29.10.2020 08:45","67424","69112"
"29.10.2020 08:45 - 29.10.2020 09:00","68277","69204"
"29.10.2020 09:00 - 29.10.2020 09:15","67541","69309"
"29.10.2020 09:15 - 29.10.2020 09:30","68201","69855"
"29.10.2020 09:30 - 29.10.2020 09:45","68488","70335"
"29.10.2020 09:45 - 29.10.2020 10:00","68619","70918"
"29.10.2020 10:00 - 29.10.2020 10:15","68749","71282"
"29.10.2020 10:15 - 29.10.2020 10:30","69250","71633"
"29.10.2020 10:30 - 29.10.2020 10:45","69282","71949"
"29.10.2020 10:45 - 29.10.2020 11:00","69291","72416"
"29.10.2020 11:00 - 29.10.2020 11:15","69914","72871"
"29.10.2020 11:15 - 29.10.2020 11:30","70067","73202"
"29.10.2020 11:30 - 29.10.2020 11:45","70100","73682"
"29.10.2020 11:45 - 29.10.2020 12:00","70541","73148"
"29.10.2020 12:00 - 29.10.2020 12:15","69513","72521"
"29.10.2020 12:15 - 29.10.2020 12:30","69309","72458"
"29.10.2020 12:30 - 29.10.2020 12:45","68892","72283"
"29.10.2020 12:45 - 29.10.2020 13:00","69309","72458"
