"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"24.03.2020 13:15 - 24.03.2020 13:30","68004","63442"
"24.03.2020 13:30 - 24.03.2020 13:45","67557","62789"
"24.03.2020 13:45 - 24.03.2020 14:00","66939","61990"
"24.03.2020 14:00 - 24.03.2020 14:15","66899","61889"
"24.03.2020 14:15 - 24.03.2020 14:30","66648","61560"
"24.03.2020 14:30 - 24.03.2020 14:45","66495","60926"
"24.03.2020 14:45 - 24.03.2020 15:00","66010","60474"
"24.03.2020 15:00 - 24.03.2020 15:15","65966","60297"
"24.03.2020 15:15 - 24.03.2020 15:30","65472","59684"
"24.03.2020 15:30 - 24.03.2020 15:45","65159","59439"
"24.03.2020 15:45 - 24.03.2020 16:00","64822","58868"
"24.03.2020 16:00 - 24.03.2020 16:15","64644","58947"
"24.03.2020 16:15 - 24.03.2020 16:30","64279","58518"
"24.03.2020 16:30 - 24.03.2020 16:45","64280","58556"
"24.03.2020 16:45 - 24.03.2020 17:00","64190","58368"
"24.03.2020 17:00 - 24.03.2020 17:15","64372","58928"
"24.03.2020 17:15 - 24.03.2020 17:30","64456","59428"
"24.03.2020 17:30 - 24.03.2020 17:45","64647","59646"
"24.03.2020 17:45 - 24.03.2020 18:00","64992","60413"
"24.03.2020 18:00 - 24.03.2020 18:15","65009","60697"
"24.03.2020 18:15 - 24.03.2020 18:30","65221","61083"
"24.03.2020 18:30 - 24.03.2020 18:45","66145","62029"
"24.03.2020 18:45 - 24.03.2020 19:00","67023","63228"
"24.03.2020 19:00 - 24.03.2020 19:15","67368","64263"
"24.03.2020 19:15 - 24.03.2020 19:30","67120","64358"
"24.03.2020 19:30 - 24.03.2020 19:45","66828","64064"
"24.03.2020 19:45 - 24.03.2020 20:00","66399","63974"
"24.03.2020 20:00 - 24.03.2020 20:15","65203","62628"
"24.03.2020 20:15 - 24.03.2020 20:30","64144","61594"
"24.03.2020 20:30 - 24.03.2020 20:45","63075","60762"
"24.03.2020 20:45 - 24.03.2020 21:00","62121","60140"
"24.03.2020 21:00 - 24.03.2020 21:15","61400","59547"
"24.03.2020 21:15 - 24.03.2020 21:30","60754","59147"
"24.03.2020 21:30 - 24.03.2020 21:45","59928","58568"
"24.03.2020 21:45 - 24.03.2020 22:00","59287","57886"
"24.03.2020 22:00 - 24.03.2020 22:15","59226","57287"
"24.03.2020 22:15 - 24.03.2020 22:30","58423","56604"
"24.03.2020 22:30 - 24.03.2020 22:45","57365","55915"
"24.03.2020 22:45 - 24.03.2020 23:00","56337","55013"
"24.03.2020 23:00 - 24.03.2020 23:15","55100","54118"
"24.03.2020 23:15 - 24.03.2020 23:30","54035","53384"
"24.03.2020 23:30 - 24.03.2020 23:45","53234","52724"
"24.03.2020 23:45 - 25.03.2020 00:00","52663","52028"
"25.03.2020 00:00 - 25.03.2020 00:15","52469","51637"
"25.03.2020 00:15 - 25.03.2020 00:30","51446","51119"
"25.03.2020 00:30 - 25.03.2020 00:45","51135","50834"
"25.03.2020 00:45 - 25.03.2020 01:00","50645","50343"
"25.03.2020 01:00 - 25.03.2020 01:15","49910","49030"
"25.03.2020 01:15 - 25.03.2020 01:30","49427","48996"
"25.03.2020 01:30 - 25.03.2020 01:45","49218","48734"
"25.03.2020 01:45 - 25.03.2020 02:00","49230","48500"
"25.03.2020 02:00 - 25.03.2020 02:15","48915","48325"
"25.03.2020 02:15 - 25.03.2020 02:30","48762","47997"
"25.03.2020 02:30 - 25.03.2020 02:45","48711","47931"
"25.03.2020 02:45 - 25.03.2020 03:00","48941","48022"
"25.03.2020 03:00 - 25.03.2020 03:15","49086","48311"
"25.03.2020 03:15 - 25.03.2020 03:30","49337","48658"
"25.03.2020 03:30 - 25.03.2020 03:45","49252","48504"
"25.03.2020 03:45 - 25.03.2020 04:00","49508","48436"
"25.03.2020 04:00 - 25.03.2020 04:15","49969","48673"
"25.03.2020 04:15 - 25.03.2020 04:30","50332","48791"
"25.03.2020 04:30 - 25.03.2020 04:45","50603","49159"
"25.03.2020 04:45 - 25.03.2020 05:00","50992","49815"
"25.03.2020 05:00 - 25.03.2020 05:15","51797","50836"
"25.03.2020 05:15 - 25.03.2020 05:30","52294","51578"
"25.03.2020 05:30 - 25.03.2020 05:45","53223","52255"
"25.03.2020 05:45 - 25.03.2020 06:00","54445","52795"
"25.03.2020 06:00 - 25.03.2020 06:15","56679","54520"
"25.03.2020 06:15 - 25.03.2020 06:30","58613","55425"
"25.03.2020 06:30 - 25.03.2020 06:45","59834","56251"
"25.03.2020 06:45 - 25.03.2020 07:00","60629","57271"
"25.03.2020 07:00 - 25.03.2020 07:15","62001","58487"
"25.03.2020 07:15 - 25.03.2020 07:30","63061","59585"
"25.03.2020 07:30 - 25.03.2020 07:45","63699","60543"
"25.03.2020 07:45 - 25.03.2020 08:00","64575","61561"
"25.03.2020 08:00 - 25.03.2020 08:15","65269","61954"
"25.03.2020 08:15 - 25.03.2020 08:30","65373","62134"
"25.03.2020 08:30 - 25.03.2020 08:45","65457","62749"
"25.03.2020 08:45 - 25.03.2020 09:00","65677","62984"
"25.03.2020 09:00 - 25.03.2020 09:15","65285","62459"
"25.03.2020 09:15 - 25.03.2020 09:30","65840","63230"
"25.03.2020 09:30 - 25.03.2020 09:45","66380","63404"
"25.03.2020 09:45 - 25.03.2020 10:00","67039","63806"
"25.03.2020 10:00 - 25.03.2020 10:15","66848","63396"
"25.03.2020 10:15 - 25.03.2020 10:30","67507","63646"
"25.03.2020 10:30 - 25.03.2020 10:45","67878","63745"
"25.03.2020 10:45 - 25.03.2020 11:00","68236","64153"
"25.03.2020 11:00 - 25.03.2020 11:15","68329","64049"
"25.03.2020 11:15 - 25.03.2020 11:30","68724","64368"
"25.03.2020 11:30 - 25.03.2020 11:45","68813","64956"
"25.03.2020 11:45 - 25.03.2020 12:00","68660","65393"
"25.03.2020 12:00 - 25.03.2020 12:15","68149","65135"
"25.03.2020 12:15 - 25.03.2020 12:30","67666","64640"
"25.03.2020 12:30 - 25.03.2020 12:45","67607","64528"
"25.03.2020 12:45 - 25.03.2020 13:00","67649","64040"
"25.03.2020 13:00 - 25.03.2020 13:15","67547","63803"
"25.03.2020 13:15 - 25.03.2020 13:30","67045","63020"
"25.03.2020 13:30 - 25.03.2020 13:45","66400","62274"
"25.03.2020 13:45 - 25.03.2020 14:00","65888","61694"
"25.03.2020 14:00 - 25.03.2020 14:15","65739","61386"
"25.03.2020 14:15 - 25.03.2020 14:30","65531","60987"
"25.03.2020 14:30 - 25.03.2020 14:45","65102","60764"
"25.03.2020 14:45 - 25.03.2020 15:00","64985","60210"
"25.03.2020 15:00 - 25.03.2020 15:15","65104","60514"
"25.03.2020 15:15 - 25.03.2020 15:30","64621","59926"
"25.03.2020 15:30 - 25.03.2020 15:45","64176","59484"
"25.03.2020 15:45 - 25.03.2020 16:00","64022","59001"
"25.03.2020 16:00 - 25.03.2020 16:15","63872","58974"
"25.03.2020 16:15 - 25.03.2020 16:30","63379","58632"
"25.03.2020 16:30 - 25.03.2020 16:45","63515","58507"
"25.03.2020 16:45 - 25.03.2020 17:00","63605","58411"
"25.03.2020 17:00 - 25.03.2020 17:15","63750","58657"
"25.03.2020 17:15 - 25.03.2020 17:30","63765","58813"
"25.03.2020 17:30 - 25.03.2020 17:45","64110","59484"
"25.03.2020 17:45 - 25.03.2020 18:00","64489","60023"
"25.03.2020 18:00 - 25.03.2020 18:15","64622","60631"
"25.03.2020 18:15 - 25.03.2020 18:30","64634","60564"
"25.03.2020 18:30 - 25.03.2020 18:45","65274","61340"
"25.03.2020 18:45 - 25.03.2020 19:00","66180","62751"
"25.03.2020 19:00 - 25.03.2020 19:15","66835","64126"
"25.03.2020 19:15 - 25.03.2020 19:30","66551","64535"
"25.03.2020 19:30 - 25.03.2020 19:45","66414","64218"
"25.03.2020 19:45 - 25.03.2020 20:00","66131","63456"
"25.03.2020 20:00 - 25.03.2020 20:15","65161","62248"
"25.03.2020 20:15 - 25.03.2020 20:30","64048","61433"
"25.03.2020 20:30 - 25.03.2020 20:45","63201","60289"
"25.03.2020 20:45 - 25.03.2020 21:00","62325","59506"
"25.03.2020 21:00 - 25.03.2020 21:15","61365","58972"
"25.03.2020 21:15 - 25.03.2020 21:30","60593","58181"
"25.03.2020 21:30 - 25.03.2020 21:45","59732","57603"
"25.03.2020 21:45 - 25.03.2020 22:00","59245","56944"
"25.03.2020 22:00 - 25.03.2020 22:15","59279","56422"
"25.03.2020 22:15 - 25.03.2020 22:30","58507","55996"
"25.03.2020 22:30 - 25.03.2020 22:45","57740","54864"
"25.03.2020 22:45 - 25.03.2020 23:00","56762","53970"
"25.03.2020 23:00 - 25.03.2020 23:15","55439","53282"
"25.03.2020 23:15 - 25.03.2020 23:30","54542","52584"
"25.03.2020 23:30 - 25.03.2020 23:45","53819","51821"
"25.03.2020 23:45 - 26.03.2020 00:00","53334","51516"
"26.03.2020 00:00 - 26.03.2020 00:15","52269","50347"
"26.03.2020 00:15 - 26.03.2020 00:30","51249","49393"
"26.03.2020 00:30 - 26.03.2020 00:45","50803","48869"
"26.03.2020 00:45 - 26.03.2020 01:00","50477","48287"
"26.03.2020 01:00 - 26.03.2020 01:15","49548","47779"
"26.03.2020 01:15 - 26.03.2020 01:30","49160","47415"
"26.03.2020 01:30 - 26.03.2020 01:45","48954","47051"
"26.03.2020 01:45 - 26.03.2020 02:00","48843","46891"
"26.03.2020 02:00 - 26.03.2020 02:15","48545","46437"
"26.03.2020 02:15 - 26.03.2020 02:30","48374","46432"
"26.03.2020 02:30 - 26.03.2020 02:45","48218","46405"
"26.03.2020 02:45 - 26.03.2020 03:00","48494","46512"
"26.03.2020 03:00 - 26.03.2020 03:15","48702","46803"
"26.03.2020 03:15 - 26.03.2020 03:30","48914","46844"
"26.03.2020 03:30 - 26.03.2020 03:45","48739","46947"
"26.03.2020 03:45 - 26.03.2020 04:00","48905","47170"
"26.03.2020 04:00 - 26.03.2020 04:15","49435","47585"
"26.03.2020 04:15 - 26.03.2020 04:30","49711","47805"
"26.03.2020 04:30 - 26.03.2020 04:45","50056","48194"
"26.03.2020 04:45 - 26.03.2020 05:00","50471","48326"
"26.03.2020 05:00 - 26.03.2020 05:15","51352","49202"
"26.03.2020 05:15 - 26.03.2020 05:30","51923","49852"
"26.03.2020 05:30 - 26.03.2020 05:45","52714","50745"
"26.03.2020 05:45 - 26.03.2020 06:00","54020","51447"
"26.03.2020 06:00 - 26.03.2020 06:15","56291","53174"
"26.03.2020 06:15 - 26.03.2020 06:30","57828","54269"
"26.03.2020 06:30 - 26.03.2020 06:45","59362","55375"
"26.03.2020 06:45 - 26.03.2020 07:00","60267","56441"
"26.03.2020 07:00 - 26.03.2020 07:15","61538","57425"
"26.03.2020 07:15 - 26.03.2020 07:30","62465","58114"
"26.03.2020 07:30 - 26.03.2020 07:45","63605","58901"
"26.03.2020 07:45 - 26.03.2020 08:00","64501","59756"
"26.03.2020 08:00 - 26.03.2020 08:15","65128","60176"
"26.03.2020 08:15 - 26.03.2020 08:30","65273","60615"
"26.03.2020 08:30 - 26.03.2020 08:45","65382","61125"
"26.03.2020 08:45 - 26.03.2020 09:00","65492","61231"
"26.03.2020 09:00 - 26.03.2020 09:15","65101","60925"
"26.03.2020 09:15 - 26.03.2020 09:30","65474","61337"
"26.03.2020 09:30 - 26.03.2020 09:45","65844","62353"
"26.03.2020 09:45 - 26.03.2020 10:00","66387","62581"
"26.03.2020 10:00 - 26.03.2020 10:15","66398","61924"
"26.03.2020 10:15 - 26.03.2020 10:30","66769","62234"
"26.03.2020 10:30 - 26.03.2020 10:45","67242","62621"
"26.03.2020 10:45 - 26.03.2020 11:00","67397","63195"
"26.03.2020 11:00 - 26.03.2020 11:15","67667","63417"
"26.03.2020 11:15 - 26.03.2020 11:30","67925","63779"
"26.03.2020 11:30 - 26.03.2020 11:45","67985","64300"
"26.03.2020 11:45 - 26.03.2020 12:00","68032","64407"
"26.03.2020 12:00 - 26.03.2020 12:15","67367","64114"
"26.03.2020 12:15 - 26.03.2020 12:30","67065","63888"
"26.03.2020 12:30 - 26.03.2020 12:45","66958","63369"
"26.03.2020 12:45 - 26.03.2020 13:00","67016","63157"
"26.03.2020 13:00 - 26.03.2020 13:15","67092","62850"
"26.03.2020 13:15 - 26.03.2020 13:30","66863","62525"
"26.03.2020 13:30 - 26.03.2020 13:45","66053","61815"
"26.03.2020 13:45 - 26.03.2020 14:00","65476","61399"
"26.03.2020 14:00 - 26.03.2020 14:15","65353","61310"
"26.03.2020 14:15 - 26.03.2020 14:30","65134","61249"
"26.03.2020 14:30 - 26.03.2020 14:45","64792","61196"
"26.03.2020 14:45 - 26.03.2020 15:00","64484","61013"
"26.03.2020 15:00 - 26.03.2020 15:15","64543","61484"
"26.03.2020 15:15 - 26.03.2020 15:30","64007","61234"
"26.03.2020 15:30 - 26.03.2020 15:45","63617","60698"
"26.03.2020 15:45 - 26.03.2020 16:00","63371","59909"
"26.03.2020 16:00 - 26.03.2020 16:15","63251","60016"
"26.03.2020 16:15 - 26.03.2020 16:30","62825","59748"
"26.03.2020 16:30 - 26.03.2020 16:45","63026","59411"
"26.03.2020 16:45 - 26.03.2020 17:00","63220","59496"
"26.03.2020 17:00 - 26.03.2020 17:15","63526","60121"
"26.03.2020 17:15 - 26.03.2020 17:30","63542","60220"
"26.03.2020 17:30 - 26.03.2020 17:45","63818","60120"
"26.03.2020 17:45 - 26.03.2020 18:00","64244","60747"
"26.03.2020 18:00 - 26.03.2020 18:15","64298","61206"
"26.03.2020 18:15 - 26.03.2020 18:30","64339","61394"
"26.03.2020 18:30 - 26.03.2020 18:45","64828","62167"
"26.03.2020 18:45 - 26.03.2020 19:00","65688","63118"
"26.03.2020 19:00 - 26.03.2020 19:15","66390","64119"
"26.03.2020 19:15 - 26.03.2020 19:30","66152","64375"
"26.03.2020 19:30 - 26.03.2020 19:45","65941","64107"
"26.03.2020 19:45 - 26.03.2020 20:00","65742","63565"
"26.03.2020 20:00 - 26.03.2020 20:15","64733","62183"
"26.03.2020 20:15 - 26.03.2020 20:30","63682","61391"
"26.03.2020 20:30 - 26.03.2020 20:45","62729","60363"
"26.03.2020 20:45 - 26.03.2020 21:00","61827","59317"
"26.03.2020 21:00 - 26.03.2020 21:15","60835","58408"
"26.03.2020 21:15 - 26.03.2020 21:30","60290","57653"
"26.03.2020 21:30 - 26.03.2020 21:45","59404","56670"
"26.03.2020 21:45 - 26.03.2020 22:00","58983","55659"
"26.03.2020 22:00 - 26.03.2020 22:15","58931","55521"
"26.03.2020 22:15 - 26.03.2020 22:30","58151","54796"
"26.03.2020 22:30 - 26.03.2020 22:45","57364","53772"
"26.03.2020 22:45 - 26.03.2020 23:00","56412","53064"
"26.03.2020 23:00 - 26.03.2020 23:15","55122","52165"
"26.03.2020 23:15 - 26.03.2020 23:30","54136","51011"
"26.03.2020 23:30 - 26.03.2020 23:45","53417","50404"
"26.03.2020 23:45 - 27.03.2020 00:00","52972","49621"
"27.03.2020 00:00 - 27.03.2020 00:15","50497","48989"
"27.03.2020 00:15 - 27.03.2020 00:30","49602","48250"
"27.03.2020 00:30 - 27.03.2020 00:45","49102","47672"
"27.03.2020 00:45 - 27.03.2020 01:00","48662","46972"
"27.03.2020 01:00 - 27.03.2020 01:15","47635","46413"
"27.03.2020 01:15 - 27.03.2020 01:30","47361","46134"
"27.03.2020 01:30 - 27.03.2020 01:45","47096","45921"
"27.03.2020 01:45 - 27.03.2020 02:00","46785","45536"
"27.03.2020 02:00 - 27.03.2020 02:15","46622","45582"
"27.03.2020 02:15 - 27.03.2020 02:30","46498","45599"
"27.03.2020 02:30 - 27.03.2020 02:45","46427","45754"
"27.03.2020 02:45 - 27.03.2020 03:00","46567","45658"
"27.03.2020 03:00 - 27.03.2020 03:15","46742","45754"
"27.03.2020 03:15 - 27.03.2020 03:30","46967","45852"
"27.03.2020 03:30 - 27.03.2020 03:45","46930","46125"
"27.03.2020 03:45 - 27.03.2020 04:00","47216","46479"
"27.03.2020 04:00 - 27.03.2020 04:15","47690","47092"
"27.03.2020 04:15 - 27.03.2020 04:30","48016","47291"
"27.03.2020 04:30 - 27.03.2020 04:45","48253","47877"
"27.03.2020 04:45 - 27.03.2020 05:00","48669","48479"
"27.03.2020 05:00 - 27.03.2020 05:15","49738","49585"
"27.03.2020 05:15 - 27.03.2020 05:30","50233","50322"
"27.03.2020 05:30 - 27.03.2020 05:45","51109","50891"
"27.03.2020 05:45 - 27.03.2020 06:00","52338","51581"
"27.03.2020 06:00 - 27.03.2020 06:15","54312","52804"
"27.03.2020 06:15 - 27.03.2020 06:30","55843","53887"
"27.03.2020 06:30 - 27.03.2020 06:45","57125","54963"
"27.03.2020 06:45 - 27.03.2020 07:00","58267","56065"
"27.03.2020 07:00 - 27.03.2020 07:15","59630","57230"
"27.03.2020 07:15 - 27.03.2020 07:30","60497","58158"
"27.03.2020 07:30 - 27.03.2020 07:45","61545","59105"
"27.03.2020 07:45 - 27.03.2020 08:00","62453","59809"
"27.03.2020 08:00 - 27.03.2020 08:15","63225","60399"
"27.03.2020 08:15 - 27.03.2020 08:30","63500","60730"
"27.03.2020 08:30 - 27.03.2020 08:45","63705","60940"
"27.03.2020 08:45 - 27.03.2020 09:00","64019","61109"
"27.03.2020 09:00 - 27.03.2020 09:15","63626","60490"
"27.03.2020 09:15 - 27.03.2020 09:30","64133","60596"
"27.03.2020 09:30 - 27.03.2020 09:45","64552","61286"
"27.03.2020 09:45 - 27.03.2020 10:00","64934","61582"
"27.03.2020 10:00 - 27.03.2020 10:15","64716","61759"
"27.03.2020 10:15 - 27.03.2020 10:30","65184","61616"
"27.03.2020 10:30 - 27.03.2020 10:45","65601","62063"
"27.03.2020 10:45 - 27.03.2020 11:00","65746","61987"
"27.03.2020 11:00 - 27.03.2020 11:15","66036","61835"
"27.03.2020 11:15 - 27.03.2020 11:30","66415","62384"
"27.03.2020 11:30 - 27.03.2020 11:45","66343","62643"
"27.03.2020 11:45 - 27.03.2020 12:00","66296","62621"
"27.03.2020 12:00 - 27.03.2020 12:15","65875","61688"
"27.03.2020 12:15 - 27.03.2020 12:30","65565","61668"
"27.03.2020 12:30 - 27.03.2020 12:45","65448","61526"
"27.03.2020 12:45 - 27.03.2020 13:00","65276","61237"
"27.03.2020 13:00 - 27.03.2020 13:15","65161","60712"
"27.03.2020 13:15 - 27.03.2020 13:30","64906","60314"
"27.03.2020 13:30 - 27.03.2020 13:45","63901","59751"
"27.03.2020 13:45 - 27.03.2020 14:00","63348","58912"
"27.03.2020 14:00 - 27.03.2020 14:15","63011","58642"
"27.03.2020 14:15 - 27.03.2020 14:30","62812","58272"
"27.03.2020 14:30 - 27.03.2020 14:45","62590","58273"
"27.03.2020 14:45 - 27.03.2020 15:00","62117","58193"
"27.03.2020 15:00 - 27.03.2020 15:15","62302","58417"
"27.03.2020 15:15 - 27.03.2020 15:30","61757","57812"
"27.03.2020 15:30 - 27.03.2020 15:45","61558","57589"
"27.03.2020 15:45 - 27.03.2020 16:00","61198","56934"
"27.03.2020 16:00 - 27.03.2020 16:15","61289","57009"
"27.03.2020 16:15 - 27.03.2020 16:30","60969","56437"
"27.03.2020 16:30 - 27.03.2020 16:45","61076","56242"
"27.03.2020 16:45 - 27.03.2020 17:00","61056","56615"
"27.03.2020 17:00 - 27.03.2020 17:15","61449","57217"
"27.03.2020 17:15 - 27.03.2020 17:30","61363","57717"
"27.03.2020 17:30 - 27.03.2020 17:45","61666","57937"
"27.03.2020 17:45 - 27.03.2020 18:00","61829","58128"
"27.03.2020 18:00 - 27.03.2020 18:15","61898","58467"
"27.03.2020 18:15 - 27.03.2020 18:30","61764","58827"
"27.03.2020 18:30 - 27.03.2020 18:45","61959","59531"
"27.03.2020 18:45 - 27.03.2020 19:00","62480","60338"
"27.03.2020 19:00 - 27.03.2020 19:15","62879","61309"
"27.03.2020 19:15 - 27.03.2020 19:30","62640","61570"
"27.03.2020 19:30 - 27.03.2020 19:45","62448","61562"
"27.03.2020 19:45 - 27.03.2020 20:00","62105","61046"
"27.03.2020 20:00 - 27.03.2020 20:15","61190","59579"
"27.03.2020 20:15 - 27.03.2020 20:30","60320","58265"
"27.03.2020 20:30 - 27.03.2020 20:45","59308","57351"
"27.03.2020 20:45 - 27.03.2020 21:00","58519","56358"
"27.03.2020 21:00 - 27.03.2020 21:15","57516","55712"
"27.03.2020 21:15 - 27.03.2020 21:30","56828","54620"
"27.03.2020 21:30 - 27.03.2020 21:45","56070","53901"
"27.03.2020 21:45 - 27.03.2020 22:00","55541","53128"
"27.03.2020 22:00 - 27.03.2020 22:15","55560","52883"
"27.03.2020 22:15 - 27.03.2020 22:30","54948","51974"
"27.03.2020 22:30 - 27.03.2020 22:45","54096","51095"
"27.03.2020 22:45 - 27.03.2020 23:00","53349","50582"
"27.03.2020 23:00 - 27.03.2020 23:15","52163","49316"
"27.03.2020 23:15 - 27.03.2020 23:30","51315","48207"
"27.03.2020 23:30 - 27.03.2020 23:45","50676","47332"
"27.03.2020 23:45 - 28.03.2020 00:00","50188","46786"
"28.03.2020 00:00 - 28.03.2020 00:15","48330","46147"
"28.03.2020 00:15 - 28.03.2020 00:30","47613","45409"
"28.03.2020 00:30 - 28.03.2020 00:45","47042","44706"
"28.03.2020 00:45 - 28.03.2020 01:00","46601","44305"
"28.03.2020 01:00 - 28.03.2020 01:15","45577","43767"
"28.03.2020 01:15 - 28.03.2020 01:30","45210","43284"
"28.03.2020 01:30 - 28.03.2020 01:45","44904","43028"
"28.03.2020 01:45 - 28.03.2020 02:00","44522","42583"
"28.03.2020 02:00 - 28.03.2020 02:15","44410","42186"
"28.03.2020 02:15 - 28.03.2020 02:30","44156","42011"
"28.03.2020 02:30 - 28.03.2020 02:45","44032","41928"
"28.03.2020 02:45 - 28.03.2020 03:00","44045","41821"
"28.03.2020 03:00 - 28.03.2020 03:15","44068","41943"
"28.03.2020 03:15 - 28.03.2020 03:30","44146","42190"
"28.03.2020 03:30 - 28.03.2020 03:45","44048","42298"
"28.03.2020 03:45 - 28.03.2020 04:00","44148","42292"
"28.03.2020 04:00 - 28.03.2020 04:15","44278","42699"
"28.03.2020 04:15 - 28.03.2020 04:30","44249","43014"
"28.03.2020 04:30 - 28.03.2020 04:45","44189","42949"
"28.03.2020 04:45 - 28.03.2020 05:00","44394","43018"
"28.03.2020 05:00 - 28.03.2020 05:15","44425","43259"
"28.03.2020 05:15 - 28.03.2020 05:30","44288","43403"
"28.03.2020 05:30 - 28.03.2020 05:45","44305","43365"
"28.03.2020 05:45 - 28.03.2020 06:00","44512","43128"
"28.03.2020 06:00 - 28.03.2020 06:15","44766","42919"
"28.03.2020 06:15 - 28.03.2020 06:30","44954","43093"
"28.03.2020 06:30 - 28.03.2020 06:45","45660","43619"
"28.03.2020 06:45 - 28.03.2020 07:00","46183","44321"
"28.03.2020 07:00 - 28.03.2020 07:15","46768","44903"
"28.03.2020 07:15 - 28.03.2020 07:30","47416","45492"
"28.03.2020 07:30 - 28.03.2020 07:45","48172","46273"
"28.03.2020 07:45 - 28.03.2020 08:00","49434","47024"
"28.03.2020 08:00 - 28.03.2020 08:15","50383","48165"
"28.03.2020 08:15 - 28.03.2020 08:30","51151","48822"
"28.03.2020 08:30 - 28.03.2020 08:45","51976","49465"
"28.03.2020 08:45 - 28.03.2020 09:00","52679","49994"
"28.03.2020 09:00 - 28.03.2020 09:15","53355","49953"
"28.03.2020 09:15 - 28.03.2020 09:30","54099","50593"
"28.03.2020 09:30 - 28.03.2020 09:45","55041","51305"
"28.03.2020 09:45 - 28.03.2020 10:00","55499","51842"
"28.03.2020 10:00 - 28.03.2020 10:15","55622","52047"
"28.03.2020 10:15 - 28.03.2020 10:30","56628","52334"
"28.03.2020 10:30 - 28.03.2020 10:45","57235","52725"
"28.03.2020 10:45 - 28.03.2020 11:00","57413","53036"
"28.03.2020 11:00 - 28.03.2020 11:15","57591","53339"
"28.03.2020 11:15 - 28.03.2020 11:30","58023","53668"
"28.03.2020 11:30 - 28.03.2020 11:45","58189","54089"
"28.03.2020 11:45 - 28.03.2020 12:00","58208","54373"
"28.03.2020 12:00 - 28.03.2020 12:15","57743","53941"
"28.03.2020 12:15 - 28.03.2020 12:30","57453","53571"
"28.03.2020 12:30 - 28.03.2020 12:45","57075","53438"
"28.03.2020 12:45 - 28.03.2020 13:00","57207","52957"
"28.03.2020 13:00 - 28.03.2020 13:15","56631","52316"
"28.03.2020 13:15 - 28.03.2020 13:30","56391","51982"
"28.03.2020 13:30 - 28.03.2020 13:45","55778","51650"
"28.03.2020 13:45 - 28.03.2020 14:00","55428","51030"
"28.03.2020 14:00 - 28.03.2020 14:15","54815","50439"
"28.03.2020 14:15 - 28.03.2020 14:30","54193","50139"
"28.03.2020 14:30 - 28.03.2020 14:45","53939","50083"
"28.03.2020 14:45 - 28.03.2020 15:00","53672","50058"
"28.03.2020 15:00 - 28.03.2020 15:15","53697","49932"
"28.03.2020 15:15 - 28.03.2020 15:30","53477","49775"
"28.03.2020 15:30 - 28.03.2020 15:45","53432","49433"
"28.03.2020 15:45 - 28.03.2020 16:00","53399","48891"
"28.03.2020 16:00 - 28.03.2020 16:15","53538","48954"
"28.03.2020 16:15 - 28.03.2020 16:30","53523","49010"
"28.03.2020 16:30 - 28.03.2020 16:45","53673","48989"
"28.03.2020 16:45 - 28.03.2020 17:00","53731","49466"
"28.03.2020 17:00 - 28.03.2020 17:15","54309","50132"
"28.03.2020 17:15 - 28.03.2020 17:30","54389","50934"
"28.03.2020 17:30 - 28.03.2020 17:45","54478","51314"
"28.03.2020 17:45 - 28.03.2020 18:00","54965","52004"
"28.03.2020 18:00 - 28.03.2020 18:15","55570","53473"
"28.03.2020 18:15 - 28.03.2020 18:30","55677","53976"
"28.03.2020 18:30 - 28.03.2020 18:45","55969","54743"
"28.03.2020 18:45 - 28.03.2020 19:00","56145","55544"
"28.03.2020 19:00 - 28.03.2020 19:15","56578","56678"
"28.03.2020 19:15 - 28.03.2020 19:30","56167","57132"
"28.03.2020 19:30 - 28.03.2020 19:45","55981","57117"
"28.03.2020 19:45 - 28.03.2020 20:00","55544","56517"
"28.03.2020 20:00 - 28.03.2020 20:15","54722","54939"
"28.03.2020 20:15 - 28.03.2020 20:30","53659","53592"
"28.03.2020 20:30 - 28.03.2020 20:45","52945","52430"
"28.03.2020 20:45 - 28.03.2020 21:00","52339","51899"
"28.03.2020 21:00 - 28.03.2020 21:15","51585","50992"
"28.03.2020 21:15 - 28.03.2020 21:30","51222","50256"
"28.03.2020 21:30 - 28.03.2020 21:45","50703","49797"
"28.03.2020 21:45 - 28.03.2020 22:00","50602","49347"
"28.03.2020 22:00 - 28.03.2020 22:15","50946","49483"
"28.03.2020 22:15 - 28.03.2020 22:30","50402","48905"
"28.03.2020 22:30 - 28.03.2020 22:45","49813","48137"
"28.03.2020 22:45 - 28.03.2020 23:00","49119","47676"
"28.03.2020 23:00 - 28.03.2020 23:15","48020","46319"
"28.03.2020 23:15 - 28.03.2020 23:30","47214","45852"
"28.03.2020 23:30 - 28.03.2020 23:45","46740","45131"
"28.03.2020 23:45 - 29.03.2020 00:00","46342","44758"
"29.03.2020 00:00 - 29.03.2020 00:15","45948","43600"
"29.03.2020 00:15 - 29.03.2020 00:30","45060","42996"
"29.03.2020 00:30 - 29.03.2020 00:45","44648","42805"
"29.03.2020 00:45 - 29.03.2020 01:00","44344","42331"
"29.03.2020 01:00 - 29.03.2020 01:15","43627","41930"
"29.03.2020 01:15 - 29.03.2020 01:30","43183","41436"
"29.03.2020 01:30 - 29.03.2020 01:45","42838","41361"
"29.03.2020 01:45 - 29.03.2020 02:00","42283","33771"
